annual_carbon_offset,NPV_over_CAPEX,clearance,sp,p_rated,Nwt,wind_MW_per_km2,solar_MW,surface_tilt,surface_azimuth,b_P,b_E_h
-376058.39876612066,-3.01625136261181,32.59109411334117,247.29216724122952,8.44925487357124,42.903684458307495,3.057466931738593,162.6284283090163,45.28957468204942,176.08717937602168,156.6456053560355,14.918733583064991
-400004.6001136557,-2.5414730940691697,15.212638964308038,247.9806553713827,11.44925487357124,41.05955719064398,4.8574669317385935,170.18545022526638,30.67970364417173,164.2010932044344,120.6456053560355,22.11873358306499
-366542.5171365271,-3.3582204416007206,44.98701666541946,271.4664479836885,8.781095116646668,50.0,4.066462421006031,145.80583710374464,45.551674569106744,189.02166817017257,80.02626113495208,4.0
-376292.0008642483,-2.9014489942140336,57.157860903058705,288.83122873377846,10.52002467772435,50.0,4.119674806152823,140.4739645232661,51.46266113956456,189.43150839058427,62.07012234253458,4.0
-407758.8217873127,-2.4576550962940034,52.7252186422717,253.3520972767585,9.866856261412304,48.573538449870426,3.711431493933674,153.1262145058725,37.691485351394874,175.56275186842464,141.8670692850178,21.959272483995708
-421251.7225377438,-2.215543166766606,31.262052287935433,252.31505977137957,11.053884469485808,47.86312911918593,3.112546030943986,142.3669832492684,45.46945374735823,178.32813923103623,163.30030212220686,23.074140909876064
-358942.94912213733,-3.4004588835613996,54.543206146123936,294.3679855986805,9.042196564069522,50.0,5.11021421068918,135.74536296877744,44.14167331641227,190.29418094716087,61.55756191405511,4.0
-384606.0749638339,-2.7739360070051196,20.4246085289759,257.98313286646936,10.481684495505577,39.331590618616815,3.839311449618922,130.87378094661298,39.46759415468293,193.5855633974339,147.67025732128747,19.422105993591043
-437275.02168797026,-1.9338204415796476,25.912450730571795,220.31505977137957,11.541817482128554,47.789724976856846,4.912546030943986,146.51736238596698,27.46945374735823,176.96483223592796,179.93749665464264,25.287244027920877
-355170.87060057657,-3.5536598255548912,52.086170787160015,295.0194304045282,8.733365687070474,50.0,4.352692330628287,140.96258700279483,40.63937215962496,192.2562512586607,25.557561914055107,4.0
-366946.07324053545,-3.2964799394087905,55.66280508189896,274.6280851366362,9.020508659365678,48.121636678913035,4.803726747431651,144.42405883161487,34.60800178536767,189.83591245217005,65.63228709541876,8.128936674027408
-440086.65269383986,-1.8380893688145166,23.405743290455533,206.8543508957046,11.683517807365456,45.16959066797634,4.983395147313132,151.26000856318282,29.377009512524143,174.95903489947682,161.95602987814874,32.48724402792088
-326716.273457468,-4.095459504720326,37.132894026044696,306.6280851366362,7.016129324708663,50.0,4.168273898887467,151.14797793259817,38.33375514640146,179.40826507742287,29.63228709541876,6.931202170665255
-310804.40799846296,-4.325363089499589,51.02388189349699,324.7136370306058,6.476963083280011,50.0,4.353446235476311,133.91749380155505,40.83703916652666,192.29962266527312,20.0,4.0
-324683.2581502554,-4.152502210685797,55.219235842004665,316.7293133291541,6.9429629017228605,49.71950906060705,4.494318535972714,146.14567914183553,41.9996204232805,186.55543927769995,20.0,7.160731916799768
-348863.9260897415,-3.8000954519239025,49.80501455213161,286.0388488846769,7.642130442411629,50.0,3.9719315959186976,154.27728780191813,45.36573560899214,192.755516477491,57.4374136724225,4.0
-349657.00926242303,-3.6782790933189347,56.1810054231536,284.7293133291541,8.118525397376754,49.017978113687064,4.882675796698388,126.36038142736015,43.997463985506805,195.5559748575755,56.0,4.934645806782028
-326208.31881921476,-4.1099772897722975,57.96045556323559,338.462887834311,7.2779560993726236,50.0,4.121648464084561,151.38959501119487,44.49815458834014,191.48508482437086,26.62824422703158,4.0
