iteration,swarm,particle,feasible,violation,annual_carbon_offset,NPV_over_CAPEX,clearance,sp,p_rated,Nwt,wind_MW_per_km2,solar_MW,surface_tilt,surface_azimuth,b_P,b_E_h
1,0,0,1,0.0,-409032.765785438,-2.6215974111573805,70.36948543200572,314.4302986195871,14.041450641074658,29.51974323486036,4.812893194050142,139.80199922133153,39.38284901364233,203.5063800469248,193.45929689018527,17.803894677727996
1,0,1,1,0.0,-13723.506073945468,0.9042708117774634,97.0897541890931,284.6231871604647,13.520668416408984,46.65184872316975,1.6393245237809824,44.81198094926192,1.8196557696293147,199.95719073287628,160.06821517097308,35.32043733688549
1,0,2,1,0.0,-43817.44115531554,0.6562859367161121,117.64801764560404,327.8653702746758,11.922190433793977,40.123812932890495,2.064469832820399,138.78657362567907,12.901795866814176,206.68013502297504,113.9326979150129,18.92782983965885
1,0,3,1,0.0,-46234.48452013537,0.6072692190189455,39.101117331508966,323.87739030947466,11.842254983248228,30.579527699089184,1.1691082039271963,134.9980345028991,55.088615045017924,187.01603981248542,189.87465413263234,28.545530767725403
1,0,4,1,0.0,-168541.14218745695,-2.291762888434052,49.54586906311646,269.9251126078946,15.464467938908973,7.7101462233171425,7.0009004390110094,144.00843783508708,18.934430496645682,157.7355778592912,76.7771031663531,17.093587753934415
1,0,5,1,0.0,-17163.4284716617,0.6937987765256858,72.72164474596676,270.17624215397126,19.825607570888394,9.592016483661263,2.8798908048535123,57.422618040449365,58.77974929188586,165.19749615238692,103.93593911413514,12.7993213120577
1,0,6,1,0.0,-23049.524596845837,0.5888506458329671,27.48665420100717,217.66002258628882,14.844943841979102,11.21823281068762,2.7692412551204812,92.6832790123639,73.88939068631416,155.82607654758368,170.8300833497847,7.45954268418267
1,0,7,1,0.0,-11258.609433087624,0.9437122308788679,117.41054115147354,274.9841922636323,19.651416322855056,32.218048388527066,7.653372214584715,36.66192468323452,25.45262663187686,157.21179367279012,73.30523555398608,8.274197882352786
1,0,8,1,0.0,-253232.20184928307,-2.020996431231133,44.97814973333736,266.2820791223472,5.962212445231765,36.16124537165089,6.099413087859176,75.11621345970572,47.09232481200297,155.6364306455065,123.67036920011228,37.45466311274371
1,0,9,1,0.0,-277709.7410491877,-3.651955651920411,45.0425847696456,306.7856607941891,6.976967936065883,37.23472418533545,3.60465483652481,61.14253154120986,52.78616413290749,151.20645277124962,169.20920525912535,4.169037142931694
1,0,10,1,0.0,-40694.34436599555,0.8209359461980531,84.55981904758531,243.20127571074636,16.027910331838925,48.29848453028472,3.238778291679622,127.94674685103227,53.28377381446551,184.33511434745242,60.154693875311295,38.29896441461146
1,0,11,1,0.0,-312841.58777211106,-2.023300976344006,59.18379164793901,335.42538759538047,15.492189129762565,18.384662788481016,8.324180377322296,97.40597594398739,79.29928774000454,184.8763723581515,178.7123651338735,28.931137242799572
1,0,12,1,0.0,-37684.48190486391,0.781129915410524,89.77797078016046,280.21190110827234,19.34125452084836,33.97955896533368,4.814695437023618,133.08684640174715,1.7273878478400173,168.09448900047295,138.8312367486833,14.442793859575985
1,0,13,1,0.0,-187395.60564737616,-2.0814454249564873,77.98169718987256,268.6029921513226,7.032110963336754,18.422704668021385,6.129684196311384,130.44836941218944,51.689272396462094,189.19204919142803,137.378588600304,19.531063675623063
1,0,14,1,0.0,-46760.294001318456,0.7089194516047895,108.62012554361694,258.8098992076634,11.537973878984403,45.13655097570525,8.255745901414771,149.66105920186226,9.0204198581071,205.1689568246804,148.56343391884005,39.95849223644319
