iteration,swarm,particle,feasible,violation,annual_carbon_offset,NPV_over_CAPEX,clearance,sp,p_rated,Nwt,wind_MW_per_km2,solar_MW,surface_tilt,surface_azimuth,b_P,b_E_h
1,0,0,1,0.0,-413358.984634698,-2.557970935033927,70.36948543200572,314.4302986195871,14.041450641074658,29.51974323486036,4.812893194050142,139.80199922133153,39.38284901364233,203.5063800469248,193.45929689018527,17.803894677727996
1,0,1,1,0.0,-15080.464790841806,0.90473363409832,97.0897541890931,284.6231871604647,13.520668416408984,46.65184872316975,1.6393245237809824,44.81198094926192,1.8196557696293147,199.95719073287628,160.06821517097308,35.32043733688549
1,0,2,1,0.0,-46223.99915636115,0.655040490392655,117.64801764560404,327.8653702746758,11.922190433793977,40.123812932890495,2.064469832820399,138.78657362567907,12.901795866814176,206.68013502297504,113.9326979150129,18.92782983965885
1,0,3,1,0.0,-50182.15415006161,0.6008142412720108,39.101117331508966,323.87739030947466,11.842254983248228,30.579527699089184,1.1691082039271963,134.9980345028991,55.088615045017924,187.01603981248542,189.87465413263234,28.545530767725403
1,0,4,1,0.0,-171293.6411334598,-2.286551158078682,49.54586906311646,269.9251126078946,15.464467938908973,7.7101462233171425,7.0009004390110094,144.00843783508708,18.934430496645682,157.7355778592912,76.7771031663531,17.093587753934415
1,0,5,1,0.0,-19034.667599845605,0.6844977646140195,72.72164474596676,270.17624215397126,19.825607570888394,9.592016483661263,2.8798908048535123,57.422618040449365,58.77974929188586,165.19749615238692,103.93593911413514,12.7993213120577
1,0,6,1,0.0,-25546.387250471096,0.5754063991693699,27.48665420100717,217.66002258628882,14.844943841979102,11.21823281068762,2.7692412551204812,92.6832790123639,73.88939068631416,155.82607654758368,170.8300833497847,7.45954268418267
1,0,7,1,0.0,-12303.473109760227,0.9421646820714948,117.41054115147354,274.9841922636323,19.651416322855056,32.218048388527066,7.653372214584715,36.66192468323452,25.45262663187686,157.21179367279012,73.30523555398608,8.274197882352786
1,0,8,1,0.0,-257612.1644640619,-1.9913591797445171,44.97814973333736,266.2820791223472,5.962212445231765,36.16124537165089,6.099413087859176,75.11621345970572,47.09232481200297,155.6364306455065,123.67036920011228,37.45466311274371
1,0,9,1,0.0,-280684.1013603256,-3.631177607416333,45.0425847696456,306.7856607941891,6.976967936065883,37.23472418533545,3.60465483652481,61.14253154120986,52.78616413290749,151.20645277124962,169.20920525912535,4.169037142931694
1,0,10,1,0.0,-42537.509130252605,0.8170304928377093,84.55981904758531,243.20127571074636,16.027910331838925,48.29848453028472,3.238778291679622,127.94674685103227,53.28377381446551,184.33511434745242,60.154693875311295,38.29896441461146
1,0,11,1,0.0,-317544.48503476806,-2.0055733479384346,59.18379164793901,335.42538759538047,15.492189129762565,18.384662788481016,8.324180377322296,97.40597594398739,79.29928774000454,184.8763723581515,178.7123651338735,28.931137242799572
1,0,12,1,0.0,-40044.226947592186,0.7803150530984203,89.77797078016046,280.21190110827234,19.34125452084836,33.97955896533368,4.814695437023618,133.08684640174715,1.7273878478400173,168.09448900047295,138.8312367486833,14.442793859575985
1,0,13,1,0.0,-191551.6535678771,-2.0486127015170825,77.98169718987256,268.6029921513226,7.032110963336754,18.422704668021385,6.129684196311384,130.44836941218944,51.689272396462094,189.19204919142803,137.378588600304,19.531063675623063
1,0,14,1,0.0,-49771.329050615874,0.7061266082042289,108.62012554361694,258.8098992076634,11.537973878984403,45.13655097570525,8.255745901414771,149.66105920186226,9.0204198581071,205.1689568246804,148.56343391884005,39.95849223644319
1,0,15,1,0.0,-50055.54585618983,0.2381853814097206,26.43931351237931,338.90016917891427,7.437394020145622,32.70018039277299,2.1143798456449736,174.16139898477985,72.65870628525096,184.1460443168756,93.29299350067994,6.490011836384969
1,0,16,1,0.0,-50541.28218058426,0.7329739631235599,86.71716504590201,272.56682922849103,15.830833992055219,43.987204666788315,9.779693545025973,175.48656820674387,1.0542675766501775,171.59868386870184,151.39830123633044,10.178668381411859
1,0,17,1,0.0,-81238.07798395253,-1.8392486027829125,67.31402668245423,208.69407813428057,7.999947873446001,5.833480750727629,8.143279330216785,68.06719697026463,31.08165126272124,205.68487760793545,146.7945923462359,5.146201463127083
1,0,18,1,0.0,-266774.947007152,-2.5826233208017833,28.116357214770403,299.43654423996213,13.658428829062514,15.705176961852889,9.407925981323144,134.37421251420233,48.20695227224625,185.39459858127427,151.42196531301855,15.230019837265667
1,0,19,1,0.0,-375637.62245166046,-3.395519379741294,53.80431684377011,233.57499983601954,7.792895088205043,47.496757549277014,7.655957155443588,113.37799746498641,20.46731651759909,165.26138890622357,30.44524885829761,19.638998520092347
