iteration,timestamp,success,NPV_over_CAPEX,clearance,sp,p_rated,Nwt,wind_MW_per_km2,solar_MW,surface_tilt,surface_azimuth,time_sec
0,2575.2608617,1,0.7317418289370343,10.0,200.0,5.0,5.0,1.0,30.0,28.125,191.25,0.0
1,2583.6200673,1,-0.4156360902606014,57.46977365466218,271.17667019613657,5.538864940892864,11.97340793145968,4.420134297106404,119.37797075482482,21.251106640355587,169.5085757256696,8.359205599999768
2,2593.0444156,1,-0.7185397993935178,35.511192291860056,307.9167515753392,18.40357304874483,16.016025378409665,7.865969354497639,90.1437862330726,86.57108441084031,195.24024429911233,17.783553899999788
3,2602.555905,1,-0.5132128845285537,33.07033488709888,278.4022274960306,12.512615939459822,10.30886307303074,9.097305298809632,126.50986197144154,65.13956584848165,163.30866065946066,27.29504330000009
4,2612.1229092,1,-0.724215356882496,44.97858190351218,345.2704794601751,18.6706675380207,19.36042567334237,5.538239352849859,140.74044782435442,28.06598920959002,180.71349950131696,36.86204749999979
5,2621.4998491,1,-0.21079036349059396,24.951779414796064,295.32401227334753,7.750025747382342,6.6714355996806765,3.899275385913585,30.0,22.81251665902629,205.7680214180946,46.23898740000004
6,2631.0098957,1,-0.34929164209697355,46.761023413241816,252.3485594054575,5.0,13.323927242468521,6.528795702498352,138.17872886559897,0.0,166.10222444812985,55.74903399999994
7,2639.8620052,1,0.8349453199238213,56.37913844077721,297.57905654022176,20.0,20.0,8.385532719829566,183.6742898766067,45.24188658954701,200.2982084463924,64.60114350000003
8,2649.3876652,1,-0.696740091668154,35.82430989167575,349.7738530215387,20.0,15.737340916085154,6.056324409922242,171.83053667249396,63.16059915354673,170.11977421874758,74.12680349999982
9,2658.350362,1,0.8801091812636435,55.80684391685109,360.0,20.0,20.0,5.439463469354114,155.0147494826859,30.727657320250245,186.53506789189117,83.08950030000005
10,2667.5282492,1,0.6823261431114681,51.32965197184403,360.0,9.822117678305736,9.890592837323045,6.094030530239939,92.86200835932944,21.848297876744727,210.0,92.26738750000004
11,2677.3353091,1,-0.654538968318584,39.67360166152955,280.1538630625945,12.0394241997143,16.317409382683422,6.940843605604337,149.52309115873734,0.0,165.40404527468908,102.07444739999983
12,2687.3117192,1,-0.6440277224880688,56.915271477285145,323.32736887558457,20.0,20.0,7.311335840745592,195.09655761437324,18.532470449675525,194.7040754786473,112.05085749999989
13,2696.5380629,1,0.8547034706176266,42.701694795430164,360.0,20.0,20.0,4.317294845243128,175.9022408094061,43.684521148493374,183.9285091976542,121.27720120000004
14,2706.1305704,1,0.8739158368341589,60.0,359.41323035508503,16.791003160585547,20.0,1.929842766947318,155.2313498346815,11.23909779086732,189.66555874836834,130.86970870000005
15,2715.7382039,1,-0.654538968318584,39.67360166152955,280.1538630625945,12.0394241997143,16.317409382683422,6.940843605604337,149.52309115873734,0.0,165.40404527468908,140.47734219999984
