time,Measurement,DA,HA,RT,5%_fc,10%_fc,15%_fc,20%_fc,25%_fc,30%_fc,35%_fc,40%_fc,45%_fc,50%_fc,55%_fc,60%_fc,65%_fc,70%_fc,75%_fc,80%_fc,85%_fc,90%_fc,95%_fc
1/9/2022 10:45,0.3716,0.536375,0.775231224,0.4029,0.429932259,0.513874061,0.551143534,0.581371092,0.614277134,0.651050535,0.690013601,0.722797989,0.755868495,0.775231224,0.789530681,0.802865794,0.81384689,0.832937821,0.857352105,0.877220697,0.902784909,0.933399414,0.97865759
1/9/2022 11:00,0.3741,0.5133,0.776261302,0.3716,0.430956003,0.515460096,0.552075858,0.581661719,0.614234647,0.651389799,0.690933967,0.72421959,0.757312835,0.776261302,0.789991842,0.802386996,0.812914516,0.831109015,0.855914225,0.875383158,0.900678877,0.930282161,0.97647331
1/9/2022 11:15,0.346,0.5092,0.780805679,0.3741,0.432042757,0.514856638,0.552860942,0.58520424,0.61772451,0.656103061,0.694736735,0.728622254,0.760256336,0.780805679,0.79220454,0.804358247,0.812785755,0.829330899,0.855763903,0.875693579,0.899282012,0.930852015,0.977646209
1/9/2022 11:30,0.3371,0.5051,0.785350057,0.346,0.43312951,0.51425318,0.553646027,0.588746762,0.621214374,0.660816322,0.698539504,0.733024918,0.763199836,0.785350057,0.794417239,0.806329498,0.812656995,0.827552782,0.855613581,0.876004001,0.897885148,0.931421869,0.978819108
1/9/2022 11:45,0.3631,0.501,0.789894435,0.3371,0.434216263,0.513649723,0.554431112,0.592289283,0.624704237,0.665529584,0.702342273,0.737427583,0.766143337,0.789894435,0.796629937,0.808300749,0.812528234,0.825774665,0.855463258,0.876314422,0.896488284,0.931991723,0.979992007
1/9/2022 12:00,0.3414,0.4969,0.794438813,0.3631,0.435303016,0.513046265,0.555216197,0.595831804,0.6281941,0.670242845,0.706145042,0.741830247,0.769086838,0.794438813,0.798842636,0.810272,0.812399473,0.823996549,0.855312936,0.876624844,0.895091419,0.932561578,0.981164906
1/9/2022 12:15,0.3427,0.493875,0.787662294,0.3414,0.428938982,0.507394869,0.549950387,0.590532295,0.622946625,0.663056736,0.698604134,0.735418391,0.762317669,0.787662294,0.793699779,0.804874109,0.80848536,0.820581825,0.850838347,0.872402447,0.891815227,0.92581443,0.975093969
1/9/2022 12:30,0.3313,0.49085,0.780885776,0.3427,0.422574948,0.501743473,0.544684577,0.585232785,0.617699151,0.655870627,0.691063226,0.729006535,0.7555485,0.780885776,0.788556922,0.799476219,0.804571248,0.817167101,0.846363759,0.868180051,0.888539034,0.919067282,0.969023031
1/9/2022 12:45,0.3637,0.487825,0.774109258,0.3313,0.416210913,0.496092077,0.539418767,0.579933275,0.612451677,0.648684518,0.683522319,0.722594678,0.748779331,0.774109258,0.783414064,0.794078328,0.800657135,0.813752378,0.84188917,0.863957654,0.885262842,0.912320134,0.962952093
1/9/2022 13:00,0.4069,0.4848,0.76733274,0.3637,0.409846879,0.490440681,0.534152956,0.574633766,0.607204202,0.641498409,0.675981411,0.716182822,0.742010162,0.76733274,0.778271207,0.788680437,0.796743022,0.810337654,0.837414582,0.859735257,0.881986649,0.905572986,0.956881155
1/9/2022 13:15,0.4575,0.493625,0.754306374,0.4069,0.398705895,0.477282387,0.52346718,0.564442359,0.594831799,0.627439024,0.663283492,0.704243658,0.730335889,0.754306374,0.766552445,0.778245825,0.789286425,0.8052042,0.832474671,0.853888178,0.877025631,0.899698029,0.949076693
1/9/2022 13:30,0.463,0.50245,0.741280008,0.4575,0.38756491,0.464124093,0.512781403,0.554250953,0.582459395,0.613379638,0.650585573,0.692304494,0.718661617,0.741280008,0.754833684,0.767811213,0.781829829,0.800070746,0.82753476,0.848041098,0.872064613,0.893823073,0.941272232
1/9/2022 13:45,0.3699,0.511275,0.728253643,0.463,0.376423926,0.4509658,0.502095627,0.544059546,0.570086991,0.599320252,0.637887655,0.680365331,0.706987344,0.728253643,0.743114922,0.7573766,0.774373233,0.794937292,0.822594849,0.842194019,0.867103595,0.887948116,0.933467771
1/9/2022 14:00,0.3549,0.5201,0.715227277,0.3699,0.365282941,0.437807506,0.49140985,0.53386814,0.557714588,0.585260867,0.625189736,0.668426167,0.695313072,0.715227277,0.73139616,0.746941988,0.766916636,0.789803838,0.817654938,0.836346939,0.862142577,0.882073159,0.925663309
1/9/2022 14:15,0.4112,0.5392,0.71189287,0.3549,0.367068314,0.439143741,0.490646497,0.533153512,0.556510273,0.584467525,0.623511875,0.666877291,0.693863391,0.71189287,0.727329077,0.743800134,0.765580796,0.790779491,0.816082175,0.835896132,0.86406777,0.888223473,0.932278043
1/9/2022 14:30,0.389,0.5583,0.708558462,0.4112,0.368853687,0.440479976,0.489883143,0.532438883,0.555305958,0.583674184,0.621834015,0.665328416,0.692413709,0.708558462,0.723261994,0.740658279,0.764244955,0.791755143,0.814509413,0.835445325,0.865992963,0.894373788,0.938892776
1/9/2022 14:45,0.3886,0.5774,0.705224055,0.389,0.37063906,0.441816211,0.489119789,0.531724255,0.554101644,0.582880842,0.620156154,0.66377954,0.690964028,0.705224055,0.719194911,0.737516424,0.762909114,0.792730795,0.81293665,0.834994518,0.867918156,0.900524102,0.94550751
1/9/2022 15:00,0.3728,0.5965,0.701889647,0.3886,0.372424433,0.443152446,0.488356435,0.531009627,0.552897329,0.582087501,0.618478293,0.662230665,0.689514347,0.701889647,0.715127828,0.73437457,0.761573273,0.793706447,0.811363887,0.834543711,0.869843349,0.906674417,0.952122243
1/9/2022 15:15,0.3842,0.601,0.698306199,0.3728,0.364897878,0.436751459,0.481676125,0.522637585,0.5467289,0.578510164,0.61621273,0.65824104,0.685375513,0.698306199,0.713284759,0.731879679,0.758570288,0.790814649,0.809193024,0.833258931,0.867790242,0.907430213,0.957639277
1/9/2022 15:30,0.4288,0.6055,0.694722751,0.3842,0.357371324,0.430350473,0.474995816,0.514265543,0.540560472,0.574932827,0.613947166,0.654251415,0.68123668,0.694722751,0.711441691,0.729384788,0.755567302,0.787922851,0.807022162,0.831974151,0.865737134,0.908186008,0.963156311
1/9/2022 15:45,0.4475,0.61,0.691139302,0.4288,0.349844769,0.423949487,0.468315506,0.505893501,0.534392043,0.57135549,0.611681602,0.650261791,0.677097847,0.691139302,0.709598622,0.726889898,0.752564317,0.785031052,0.804851299,0.830689371,0.863684027,0.908941803,0.968673345
1/9/2022 16:00,0.4066,0.6145,0.687555854,0.4475,0.342318215,0.417548501,0.461635196,0.497521459,0.528223614,0.567778153,0.609416038,0.646272166,0.672959014,0.687555854,0.707755554,0.724395007,0.749561331,0.782139254,0.802680437,0.829404591,0.861630919,0.909697599,0.974190379
1/9/2022 16:15,0.4032,0.617825,0.682207882,0.4066,0.324954213,0.399055518,0.445528785,0.485538092,0.519615421,0.55864083,0.600170812,0.636466236,0.662387754,0.682207882,0.703982,0.722547029,0.74906512,0.780443939,0.803982769,0.833093396,0.86310195,0.906924239,0.969131303
1/9/2022 16:30,0.3181,0.62115,0.676859909,0.4032,0.307590211,0.380562536,0.429422374,0.473554724,0.511007227,0.549503507,0.590925586,0.626660305,0.651816494,0.676859909,0.700208446,0.720699051,0.748568909,0.778748623,0.805285101,0.836782202,0.864572982,0.904150879,0.964072228
1/9/2022 16:45,0.3384,0.624475,0.671511936,0.3181,0.290226209,0.362069553,0.413315963,0.461571357,0.502399034,0.540366184,0.58168036,0.616854374,0.641245234,0.671511936,0.696434892,0.718851072,0.748072698,0.777053308,0.806587433,0.840471007,0.866044013,0.901377519,0.959013152
1/9/2022 17:00,0.3383,0.6278,0.666163964,0.3384,0.272862207,0.34357657,0.397209552,0.449587989,0.493790841,0.531228861,0.572435134,0.607048444,0.630673975,0.666163964,0.692661339,0.717003094,0.747576487,0.775357992,0.807889765,0.844159813,0.867515044,0.898604159,0.953954076
1/9/2022 17:15,0.3488,0.634025,0.652096608,0.3383,0.272581615,0.336783667,0.388372616,0.437402708,0.482635649,0.518329125,0.559530399,0.592223438,0.618831055,0.652096608,0.679905394,0.706245918,0.737343793,0.76574903,0.798142731,0.836079489,0.86338788,0.898834176,0.952664081
1/9/2022 17:30,0.3347,0.64025,0.638029253,0.3488,0.272301023,0.329990763,0.379535679,0.425217426,0.471480458,0.505429389,0.546625665,0.577398431,0.606988136,0.638029253,0.667149449,0.695488742,0.727111099,0.756140067,0.788395697,0.827999166,0.859260717,0.899064192,0.951374086
1/9/2022 17:45,0.3789,0.646475,0.623961897,0.3347,0.272020431,0.323197859,0.370698743,0.413032145,0.460325267,0.492529653,0.533720931,0.562573425,0.595145216,0.623961897,0.654393504,0.684731566,0.716878404,0.746531105,0.778648663,0.819918843,0.855133554,0.899294209,0.95008409
1/9/2022 18:00,0.3858,0.6527,0.609894542,0.3789,0.27173984,0.316404955,0.361861807,0.400846863,0.449170075,0.479629918,0.520816197,0.547748419,0.583302297,0.609894542,0.641637559,0.67397439,0.70664571,0.736922142,0.768901629,0.81183852,0.85100639,0.899524225,0.948794095
1/9/2022 18:15,0.3556,0.635325,0.619313735,0.3858,0.269257628,0.318078972,0.36426367,0.405039795,0.455464584,0.487344529,0.528352545,0.556927247,0.590103914,0.619313735,0.652431603,0.683628494,0.716616463,0.746173057,0.77718064,0.820195152,0.855994647,0.898932693,0.950303974
1/9/2022 18:30,0.3397,0.61795,0.628732928,0.3556,0.266775417,0.319752988,0.366665534,0.409232726,0.461759092,0.495059141,0.535888893,0.566106075,0.596905531,0.628732928,0.663225647,0.693282598,0.726587215,0.755423972,0.785459651,0.828551785,0.860982903,0.898341161,0.951813853
1/9/2022 18:45,0.314,0.600575,0.638152121,0.3397,0.264293205,0.321427005,0.369067398,0.413425657,0.468053601,0.502773752,0.543425242,0.575284902,0.603707148,0.638152121,0.674019691,0.702936703,0.736557968,0.764674887,0.793738662,0.836908417,0.865971159,0.897749629,0.953323731
1/9/2022 19:00,0.3134,0.5832,0.647571314,0.314,0.261810994,0.323101022,0.371469261,0.417618588,0.47434811,0.510488364,0.55096159,0.58446373,0.610508765,0.647571314,0.684813734,0.712590807,0.74652872,0.773925802,0.802017673,0.845265049,0.870959416,0.897158097,0.95483361
1/9/2022 19:15,0.3223,0.57015,0.646939217,0.3134,0.267074465,0.329000167,0.376347313,0.420892668,0.475671019,0.511306784,0.551526027,0.585073199,0.612231056,0.646939217,0.683416143,0.710678799,0.744185726,0.771796808,0.799727748,0.842379826,0.869856819,0.898051187,0.954559224
1/9/2022 19:30,0.304,0.5571,0.64630712,0.3223,0.272337935,0.334899313,0.381225365,0.424166748,0.476993929,0.512125205,0.552090464,0.585682667,0.613953346,0.64630712,0.682018551,0.708766791,0.741842731,0.769667815,0.797437823,0.839494603,0.868754223,0.898944277,0.954284838
1/9/2022 19:45,0.3195,0.54405,0.645675023,0.304,0.277601406,0.340798459,0.386103417,0.427440828,0.478316838,0.512943625,0.5526549,0.586292136,0.615675637,0.645675023,0.68062096,0.706854783,0.739499736,0.767538822,0.795147898,0.836609379,0.867651626,0.899837368,0.954010452
1/9/2022 20:00,0.3856,0.531,0.645042926,0.3195,0.282864877,0.346697604,0.390981468,0.430714908,0.479639747,0.513762046,0.553219337,0.586901605,0.617397927,0.645042926,0.679223368,0.704942774,0.737156742,0.765409828,0.792857972,0.833724156,0.866549029,0.900730458,0.953736066
1/9/2022 20:15,0.4067,0.534675,0.633179889,0.3856,0.273418527,0.332110863,0.380153105,0.421987048,0.469134406,0.502730448,0.542181775,0.57331966,0.60426693,0.633179889,0.666043852,0.695733688,0.727779689,0.757591029,0.788019079,0.829339066,0.864264239,0.903396409,0.952249996
1/9/2022 20:30,0.4181,0.53835,0.621316852,0.4067,0.263972177,0.317524122,0.369324742,0.413259189,0.458629065,0.49169885,0.531144213,0.559737716,0.591135932,0.621316852,0.652864336,0.686524602,0.718402636,0.749772229,0.783180185,0.824953975,0.861979449,0.906062361,0.950763927
1/9/2022 20:45,0.4371,0.542025,0.609453815,0.4181,0.254525827,0.302937381,0.358496379,0.404531329,0.448123724,0.480667253,0.520106651,0.546155771,0.578004935,0.609453815,0.639684819,0.677315516,0.709025583,0.741953429,0.778341292,0.820568885,0.859694659,0.908728312,0.949277857
1/9/2022 21:00,0.4987,0.5457,0.597590779,0.4371,0.245079477,0.28835064,0.347668016,0.395803469,0.437618383,0.469635655,0.509069089,0.532573827,0.564873937,0.597590779,0.626505303,0.66810643,0.69964853,0.734134629,0.773502398,0.816183794,0.857409869,0.911394263,0.947791787
1/9/2022 21:15,0.4487,0.4972,0.582032157,0.4987,0.23849475,0.285582205,0.344075522,0.388810867,0.42854614,0.459030024,0.49832137,0.521302056,0.552013495,0.582032157,0.6127319,0.652458951,0.686265797,0.726591377,0.761547958,0.803708612,0.849396771,0.906772117,0.950472443
1/9/2022 21:30,0.3536,0.4487,0.566473536,0.4487,0.231910023,0.28281377,0.340483028,0.381818264,0.419473898,0.448424393,0.48757365,0.510030284,0.539153053,0.566473536,0.598958497,0.636811472,0.672883064,0.719048124,0.749593518,0.791233429,0.841383673,0.902149971,0.953153099
1/9/2022 21:45,0.2657,0.4002,0.550914914,0.3536,0.225325296,0.280045334,0.336890533,0.374825661,0.410401655,0.437818762,0.47682593,0.498758513,0.52629261,0.550914914,0.585185094,0.621163993,0.659500332,0.711504871,0.737639078,0.778758247,0.833370575,0.897527825,0.955833754
1/9/2022 22:00,0.2287,0.3517,0.535356293,0.2657,0.218740569,0.277276899,0.333298039,0.367833059,0.401329412,0.427213132,0.466078211,0.487486742,0.513432168,0.535356293,0.57141169,0.605516514,0.646117599,0.703961618,0.725684638,0.766283064,0.825357477,0.892905678,0.95851441
1/9/2022 22:15,0.2475,0.348525,0.548720406,0.2287,0.225538293,0.277940192,0.338036051,0.377879413,0.411598607,0.437204158,0.475654526,0.498628535,0.524644746,0.548720406,0.581987784,0.617931858,0.655979796,0.709172115,0.734094252,0.775024504,0.831586516,0.896926001,0.956426842
1/9/2022 22:30,0.2652,0.34535,0.56208452,0.2475,0.232336018,0.278603484,0.342774062,0.387925767,0.421867802,0.447195184,0.485230842,0.509770328,0.535857323,0.56208452,0.592563878,0.630347203,0.665841994,0.714382612,0.742503866,0.783765944,0.837815554,0.900946324,0.954339273
1/9/2022 22:45,0.2374,0.342175,0.575448634,0.2652,0.239133742,0.279266776,0.347512073,0.397972121,0.432136997,0.45718621,0.494807157,0.520912121,0.547069901,0.575448634,0.603139972,0.642762548,0.675704191,0.719593108,0.75091348,0.792507383,0.844044593,0.904966647,0.952251705
1/9/2022 23:00,0.1906,0.339,0.588812748,0.2374,0.245931467,0.279930068,0.352250085,0.408018476,0.442406191,0.467177236,0.504383473,0.532053914,0.558282478,0.588812748,0.613716065,0.655177892,0.685566388,0.724803605,0.759323095,0.801248823,0.850273631,0.908986969,0.950164137
1/9/2022 23:15,0.2295,0.2984,0.537880755,0.1906,0.207230072,0.245449561,0.313580802,0.36465765,0.396676164,0.42211732,0.458691541,0.482607904,0.508926369,0.537880755,0.561717326,0.602247392,0.63567263,0.679541807,0.714739709,0.757901321,0.809759128,0.87423312,0.930196883
1/9/2022 23:30,0.2232,0.2578,0.486948763,0.2295,0.168528678,0.210969055,0.274911518,0.321296824,0.350946137,0.377057403,0.41299961,0.433161895,0.45957026,0.486948763,0.509718587,0.549316891,0.585778872,0.634280009,0.670156322,0.714553819,0.769244625,0.83947927,0.910229629
1/9/2022 23:45,0.1918,0.2172,0.43601677,0.2232,0.129827283,0.176488548,0.236242235,0.277935998,0.305216109,0.331997487,0.367307678,0.383715885,0.410214151,0.43601677,0.457719847,0.49638639,0.535885114,0.58901821,0.625572936,0.671206317,0.728730123,0.80472542,0.890262375
1/10/2022 0:00,0.3012,0.1766,0.385084778,0.1918,0.091125888,0.142008041,0.197572952,0.234575172,0.259486082,0.28693757,0.321615746,0.334269875,0.360858042,0.385084778,0.405721108,0.44345589,0.485991355,0.543756412,0.58098955,0.627858815,0.68821562,0.769971571,0.870295122
1/10/2022 0:15,0.3256,0.193,0.399458875,0.3012,0.099390124,0.148770769,0.202698637,0.241838108,0.267834399,0.297621022,0.331891372,0.346889381,0.374299611,0.399458875,0.418553693,0.456114063,0.495964946,0.547733648,0.588525904,0.635083135,0.690708956,0.76967987,0.866850544
1/10/2022 0:30,0.4003,0.2094,0.413832973,0.3256,0.107654359,0.155533497,0.207824321,0.249101045,0.276182717,0.308304473,0.342166997,0.359508886,0.38774118,0.413832973,0.431386279,0.468772236,0.505938537,0.551710883,0.596062257,0.642307454,0.693202292,0.769388169,0.863405966
1/10/2022 0:45,0.4286,0.2258,0.42820707,0.4003,0.115918594,0.162296224,0.212950006,0.256363981,0.284531034,0.318987925,0.352442623,0.372128392,0.401182749,0.42820707,0.444218864,0.481430409,0.515912128,0.555688119,0.60359861,0.649531774,0.695695628,0.769096468,0.859961389
1/10/2022 1:00,0.4921,0.2422,0.442581168,0.4286,0.124182829,0.169058952,0.218075691,0.263626917,0.292879352,0.329671376,0.362718248,0.384747897,0.414624317,0.442581168,0.457051449,0.494088582,0.525885718,0.559665355,0.611134964,0.656756093,0.698188965,0.768804767,0.856516811
1/10/2022 1:15,0.5418,0.249525,0.442595103,0.4921,0.122269127,0.16761308,0.21775658,0.264136661,0.294174202,0.329578588,0.361835054,0.383481921,0.413048176,0.442595103,0.459264477,0.497051518,0.52959434,0.563278242,0.614460695,0.659981096,0.700538241,0.768269444,0.853136559
1/10/2022 1:30,0.4921,0.25685,0.442609037,0.5418,0.120355426,0.166167207,0.217437469,0.264646404,0.295469053,0.329485799,0.36095186,0.382215944,0.411472034,0.442609037,0.461477504,0.500014454,0.533302962,0.56689113,0.617786425,0.663206098,0.702887517,0.767734122,0.849756308
1/10/2022 1:45,0.5981,0.264175,0.442622972,0.4921,0.118441724,0.164721335,0.217118359,0.265156147,0.296763904,0.32939301,0.360068666,0.380949967,0.409895892,0.442622972,0.463690531,0.50297739,0.537011583,0.570504018,0.621112156,0.6664311,0.705236793,0.767198799,0.846376056
1/10/2022 2:00,0.5834,0.2715,0.442636906,0.5981,0.116528023,0.163275463,0.216799248,0.265665891,0.298058754,0.329300221,0.359185472,0.37968399,0.40831975,0.442636906,0.465903559,0.505940327,0.540720205,0.574116905,0.624437887,0.669656102,0.707586069,0.766663476,0.842995805
1/10/2022 2:15,0.5377,0.25765,0.458753307,0.5834,0.134205505,0.180043916,0.23787708,0.287593443,0.320273848,0.349732142,0.379888782,0.4016227,0.426190311,0.458753307,0.487321523,0.526484776,0.562089494,0.598033914,0.638861671,0.680901667,0.71944122,0.777161856,0.857847293
1/10/2022 2:30,0.4558,0.2438,0.474869707,0.5377,0.151882988,0.196812369,0.258954912,0.309520995,0.342488941,0.370164063,0.400592092,0.42356141,0.444060872,0.474869707,0.508739487,0.547029225,0.583458784,0.621950923,0.653285456,0.692147233,0.731296371,0.787660236,0.872698782
1/10/2022 2:45,0.4146,0.22995,0.490986108,0.4558,0.169560471,0.213580823,0.280032743,0.331448547,0.364704035,0.390595984,0.421295402,0.44550012,0.461931433,0.490986108,0.530157452,0.567573673,0.604828073,0.645867931,0.66770924,0.703392799,0.743151522,0.798158616,0.88755027
1/10/2022 3:00,0.4332,0.2161,0.507102509,0.4146,0.187237954,0.230349276,0.301110575,0.353376098,0.386919128,0.411027905,0.441998712,0.467438829,0.479801993,0.507102509,0.551575416,0.588118122,0.626197362,0.66978494,0.682133024,0.714638364,0.755006673,0.808656996,0.902401759
1/10/2022 3:15,0.4424,0.209575,0.503483639,0.4332,0.188247517,0.24006169,0.306363553,0.353610359,0.381548205,0.407196147,0.439510385,0.464801419,0.479909608,0.503483639,0.544948872,0.577974203,0.614894722,0.656692386,0.673018493,0.703319358,0.744641378,0.799067424,0.889390466
1/10/2022 3:30,0.5095,0.20305,0.49986477,0.4424,0.189257081,0.249774103,0.31161653,0.35384462,0.376177282,0.403364388,0.437022059,0.462164009,0.480017222,0.49986477,0.538322329,0.567830284,0.603592081,0.643599831,0.663903962,0.692000352,0.734276084,0.789477851,0.876379173
1/10/2022 3:45,0.4784,0.196525,0.4962459,0.5095,0.190266644,0.259486517,0.316869507,0.354078881,0.370806359,0.39953263,0.434533732,0.459526599,0.480124837,0.4962459,0.531695785,0.557686364,0.59228944,0.630507277,0.65478943,0.680681346,0.72391079,0.779888278,0.86336788
1/10/2022 4:00,0.4412,0.19,0.492627031,0.4784,0.191276207,0.26919893,0.322122485,0.354313142,0.365435436,0.395700871,0.432045406,0.456889189,0.480232451,0.492627031,0.525069241,0.547542445,0.5809868,0.617414723,0.645674899,0.66936234,0.713545496,0.770298706,0.850356587
1/10/2022 4:15,0.3689,0.1916,0.495919582,0.4412,0.187086147,0.265462583,0.318546175,0.351250885,0.365180193,0.397524591,0.434536852,0.45821226,0.481062118,0.495919582,0.527888306,0.548913712,0.581045833,0.617419866,0.648047818,0.674264085,0.716675836,0.77809729,0.858783667
1/10/2022 4:30,0.334,0.1932,0.499212134,0.3689,0.182896087,0.261726235,0.314969866,0.348188627,0.364924949,0.399348311,0.437028299,0.459535332,0.481891785,0.499212134,0.530707371,0.55028498,0.581104867,0.61742501,0.650420737,0.679165829,0.719806176,0.785895874,0.867210747
1/10/2022 4:45,0.3278,0.1948,0.502504686,0.334,0.178706028,0.257989888,0.311393557,0.34512637,0.364669705,0.401172031,0.439519745,0.460858403,0.482721452,0.502504686,0.533526436,0.551656247,0.5811639,0.617430153,0.652793657,0.684067574,0.722936516,0.793694459,0.875637826
1/10/2022 5:00,0.321,0.1964,0.505797238,0.3278,0.174515968,0.254253541,0.307817247,0.342064112,0.364414461,0.40299575,0.442011191,0.462181474,0.483551119,0.505797238,0.536345501,0.553027515,0.581222934,0.617435297,0.655166576,0.688969319,0.726066856,0.801493043,0.884064906
1/10/2022 5:15,0.2385,0.198325,0.51898202,0.321,0.185315389,0.257696941,0.310635098,0.3465671,0.373451327,0.414894157,0.453467328,0.474881193,0.496386468,0.51898202,0.55064166,0.571421678,0.600240496,0.633713005,0.66902157,0.704532856,0.739362412,0.812726185,0.893786707
1/10/2022 5:30,0.1687,0.20025,0.532166802,0.2385,0.19611481,0.261140342,0.313452949,0.351070089,0.382488194,0.426792563,0.464923466,0.487580912,0.509221817,0.532166802,0.564937818,0.589815842,0.619258059,0.649990714,0.682876565,0.720096393,0.752657967,0.823959328,0.903508507
1/10/2022 5:45,0.2448,0.202175,0.545351584,0.1687,0.206914231,0.264583743,0.316270801,0.355573077,0.39152506,0.43869097,0.476379603,0.500280631,0.522057165,0.545351584,0.579233977,0.608210006,0.638275621,0.666268423,0.696731559,0.73565993,0.765953523,0.83519247,0.913230307
1/10/2022 6:00,0.3173,0.2041,0.558536367,0.2448,0.217713653,0.268027143,0.319088652,0.360076065,0.400561926,0.450589377,0.48783574,0.51298035,0.534892514,0.558536367,0.593530135,0.62660417,0.657293183,0.682546131,0.710586553,0.751223467,0.779249078,0.846425612,0.922952108
1/10/2022 6:15,0.3181,0.190625,0.538685096,0.3173,0.203540716,0.251709325,0.307860563,0.351333762,0.390629969,0.432223893,0.468309294,0.494007874,0.513379914,0.538685096,0.578140505,0.612415379,0.646036693,0.675944069,0.69953418,0.737250684,0.767876654,0.825654908,0.906904216
1/10/2022 6:30,0.299,0.17715,0.518833826,0.3181,0.189367779,0.235391507,0.296632474,0.342591459,0.380698012,0.413858408,0.448782847,0.475035397,0.491867313,0.518833826,0.562750876,0.598226587,0.634780202,0.669342007,0.688481806,0.723277901,0.756504229,0.804884204,0.890856325
1/10/2022 6:45,0.2442,0.163675,0.498982556,0.299,0.175194842,0.219073689,0.285404385,0.333849156,0.370766056,0.395492924,0.429256401,0.456062921,0.470354713,0.498982556,0.547361246,0.584037796,0.623523711,0.662739946,0.677429433,0.709305118,0.745131805,0.7841135,0.874808434
1/10/2022 7:00,0.207,0.1502,0.479131285,0.2442,0.161021904,0.20275587,0.274176296,0.325106853,0.360834099,0.37712744,0.409729954,0.437090444,0.448842112,0.479131285,0.531971616,0.569849005,0.612267221,0.656137884,0.666377059,0.695332335,0.733759381,0.763342796,0.858760543
1/10/2022 7:15,0.2297,0.133725,0.472960293,0.207,0.15533308,0.194982936,0.261196289,0.311866385,0.348110858,0.368296222,0.399805079,0.426239202,0.44245345,0.472960293,0.5178511,0.555726633,0.594502002,0.633773469,0.653641127,0.687164876,0.724902511,0.762731847,0.855296515
1/10/2022 7:30,0.1671,0.11725,0.466789301,0.2297,0.149644256,0.187210002,0.248216281,0.298625916,0.335387617,0.359465003,0.389880204,0.415387959,0.436064788,0.466789301,0.503730584,0.541604261,0.576736783,0.611409054,0.640905194,0.678997418,0.716045641,0.762120899,0.851832486
1/10/2022 7:45,0.2273,0.100775,0.460618309,0.1671,0.143955432,0.179437068,0.235236273,0.285385447,0.322664376,0.350633785,0.37995533,0.404536717,0.429676125,0.460618309,0.489610068,0.527481889,0.558971564,0.589044639,0.628169262,0.670829959,0.707188771,0.76150995,0.848368458
1/10/2022 8:00,0.2395,0.0843,0.454447317,0.2273,0.138266608,0.171664133,0.222256266,0.272144979,0.309941135,0.341802566,0.370030455,0.393685474,0.423287463,0.454447317,0.475489552,0.513359517,0.541206344,0.566680224,0.61543333,0.6626625,0.698331901,0.760899001,0.844904429
1/10/2022 8:15,0.2231,0.07845,0.445131298,0.2395,0.129792142,0.168935475,0.222381922,0.26996455,0.302998614,0.336688697,0.366871861,0.389240657,0.416463311,0.445131298,0.464251301,0.499324811,0.527709321,0.559009142,0.606542078,0.653144644,0.692999807,0.763614429,0.853413778
1/10/2022 8:30,0.2363,0.0726,0.435815279,0.2231,0.121317677,0.166206816,0.222507577,0.26778412,0.296056094,0.331574828,0.363713267,0.384795841,0.409639158,0.435815279,0.453013049,0.485290105,0.514212297,0.55133806,0.597650826,0.643626788,0.687667713,0.766329856,0.861923127
1/10/2022 8:45,0.2741,0.06675,0.42649926,0.2363,0.112843212,0.163478157,0.222633233,0.265603691,0.289113573,0.326460958,0.360554673,0.380351024,0.402815006,0.42649926,0.441774798,0.471255399,0.500715273,0.543666978,0.588759574,0.634108932,0.682335619,0.769045283,0.870432475
1/10/2022 9:00,0.2196,0.0609,0.417183241,0.2741,0.104368746,0.160749498,0.222758889,0.263423262,0.282171053,0.321347089,0.35739608,0.375906207,0.395990853,0.417183241,0.430536547,0.457220693,0.48721825,0.535995896,0.579868322,0.624591076,0.677003525,0.77176071,0.878941824
1/10/2022 9:15,0.2175,0.06085,0.407967082,0.2196,0.09841645,0.152982521,0.214250415,0.255271387,0.275848257,0.310755706,0.346188079,0.365307052,0.385376381,0.407967082,0.423087316,0.450431958,0.483370711,0.533511644,0.575369769,0.621231476,0.675135528,0.763897289,0.871537188
1/10/2022 9:30,0.2025,0.0608,0.398750923,0.2175,0.092464153,0.145215543,0.205741942,0.247119513,0.269525461,0.300164322,0.334980079,0.354707897,0.374761909,0.398750923,0.415638085,0.443643222,0.479523172,0.531027392,0.570871216,0.617871877,0.673267531,0.756033868,0.864132551
1/10/2022 9:45,0.2278,0.06075,0.389534764,0.2025,0.086511857,0.137448566,0.197233469,0.238967639,0.263202665,0.289572939,0.323772079,0.344108742,0.364147437,0.389534764,0.408188855,0.436854486,0.475675634,0.52854314,0.566372663,0.614512277,0.671399533,0.748170447,0.856727915
1/10/2022 10:00,0.2313,0.0607,0.380318606,0.2278,0.080559561,0.129681589,0.188724995,0.230815765,0.256879869,0.278981555,0.312564079,0.333509586,0.353532965,0.380318606,0.400739624,0.43006575,0.471828095,0.526058888,0.56187411,0.611152678,0.669531536,0.740307026,0.849323279
1/10/2022 10:15,0.2274,0.051075,0.384205143,0.2313,0.083249314,0.129903748,0.188835695,0.230855681,0.258848135,0.28144776,0.31623159,0.338574406,0.357201497,0.384205143,0.405261108,0.433367642,0.475706309,0.530207503,0.56442747,0.614472353,0.672445357,0.74224879,0.854270807
