time,Measurement,DA_1,DA_2,DA_3,HA,RT,HA_ub,HA_lb
3/14/2021 15:15,0.1608875,0.20023711,0.058121293,0.382207035,0.20023711,0.1818625,0.250296388,0.150177833
3/14/2021 15:30,0.1399125,0.187686432,0.056565069,0.323035937,0.187686432,0.1608875,0.23460804,0.140764824
3/14/2021 15:45,0.1189375,0.175135753,0.055008844,0.263864838,0.175135753,0.1399125,0.218919691,0.131351815
3/14/2021 16:00,0.09155,0.197668702,0.070287639,0.1594135,0.197668702,0.1189375,0.247085878,0.148251527
3/14/2021 16:15,0.07485,0.161728938,0.057508068,0.130429227,0.161728938,0.09155,0.202161173,0.121296704
3/14/2021 16:30,0.05815,0.125789174,0.044728498,0.101444955,0.125789174,0.07485,0.157236468,0.094341881
3/14/2021 16:45,0.04145,0.08984941,0.031948927,0.072460682,0.08984941,0.05815,0.112311763,0.067387058
3/14/2021 17:00,0,0,0,0,0,0.04145,0,0
3/14/2021 17:15,0,0,0,0,0,0,0,0
3/14/2021 17:30,0,0,0,0,0,0,0,0
3/14/2021 17:45,0,0,0,0,0,0,0,0
3/14/2021 18:00,0,0,0,0,0,0,0,0
3/14/2021 18:15,0,0,0,0,0,0,0,0
3/14/2021 18:30,0,0,0,0,0,0,0,0
3/14/2021 18:45,0,0,0,0,0,0,0,0
3/14/2021 19:00,0,0,0,0,0,0,0,0
3/14/2021 19:15,0,0,0,0,0,0,0,0
3/14/2021 19:30,0,0,0,0,0,0,0,0
3/14/2021 19:45,0,0,0,0,0,0,0,0
3/14/2021 20:00,0,0,0,0,0,0,0,0
3/14/2021 20:15,0,0,0,0,0,0,0,0
3/14/2021 20:30,0,0,0,0,0,0,0,0
3/14/2021 20:45,0,0,0,0,0,0,0,0
3/14/2021 21:00,0,0,0,0,0,0,0,0
3/14/2021 21:15,0,0,0,0,0,0,0,0
3/14/2021 21:30,0,0,0,0,0,0,0,0
3/14/2021 21:45,0,0,0,0,0,0,0,0
3/14/2021 22:00,0,0,0,0,0,0,0,0
3/14/2021 22:15,0,0,0,0,0,0,0,0
3/14/2021 22:30,0,0,0,0,0,0,0,0
3/14/2021 22:45,0,0,0,0,0,0,0,0
3/14/2021 23:00,0,0,0,0,0,0,0,0
3/14/2021 23:15,0,0,0,0,0,0,0,0
3/14/2021 23:30,0,0,0,0,0,0,0,0
3/14/2021 23:45,0,0,0,0,0,0,0,0
3/15/2021 0:00,0,0,0,0,0,0,0,0
3/15/2021 0:15,0,0,0,0,0,0,0,0
3/15/2021 0:30,0,0,0,0,0,0,0,0
3/15/2021 0:45,0,0,0,0,0,0,0,0
3/15/2021 1:00,0,0,0,0,0,0,0,0
3/15/2021 1:15,0,0,0,0,0,0,0,0
3/15/2021 1:30,0,0,0,0,0,0,0,0
3/15/2021 1:45,0,0,0,0,0,0,0,0
3/15/2021 2:00,0,0,0,0,0,0,0,0
3/15/2021 2:15,0,0,0,0,0,0,0,0
3/15/2021 2:30,0,0,0,0,0,0,0,0
3/15/2021 2:45,0,0,0,0,0,0,0,0
3/15/2021 3:00,0,0,0,0,0,0,0,0
3/15/2021 3:15,0,0,0,0,0,0,0,0
3/15/2021 3:30,0,0,0,0,0,0,0,0
3/15/2021 3:45,0,0,0,0,0,0,0,0
3/15/2021 4:00,0,0,0,0,0,0,0,0
3/15/2021 4:15,0,0,0,0,0,0,0,0
3/15/2021 4:30,0,0,0,0,0,0,0,0
3/15/2021 4:45,0,0,0,0,0,0,0,0
3/15/2021 5:00,0,0,0,0,0,0,0,0
3/15/2021 5:15,0,0,0,0,0,0,0,0
3/15/2021 5:30,0,0,0,0,0,0,0,0
3/15/2021 5:45,0,0,0,0,0,0,0,0
3/15/2021 6:00,0,0,0,0,0,0,0,0
3/15/2021 6:15,0,0,0,0,0,0,0,0
3/15/2021 6:30,0.0033125,0.00231427,0.002063616,0.007039896,0.00231427,0,0.002892838,0.001735703
3/15/2021 6:45,0.0105375,0.006942809,0.006190849,0.021119688,0.006942809,0.0033125,0.008678511,0.005207107
3/15/2021 7:00,0.0180625,0,0.000876926,0.034153733,0,0.0105375,0,0
3/15/2021 7:15,0.0250875,0,0.011298262,0.04893069,0,0.0180625,0,0
3/15/2021 7:30,0.0321125,0.050979816,0.021719598,0.063707647,0.050979816,0.0250875,0.06372477,0.038234862
3/15/2021 7:45,0.0391375,0.115911134,0.032140934,0.078484604,0.115911134,0.0321125,0.144888918,0.086933351
3/15/2021 8:00,0.0292125,0.229837311,0.042151194,0.070408281,0.229837311,0.0391375,0.287296639,0.172377983
3/15/2021 8:15,0.0475375,0.26210539,0.052846581,0.100420758,0.26210539,0.0292125,0.327631738,0.196579043
3/15/2021 8:30,0.0658625,0.29437347,0.063541968,0.130433234,0.29437347,0.0475375,0.367966838,0.220780103
3/15/2021 8:45,0.0841875,0.326641549,0.074237355,0.160445711,0.326641549,0.0658625,0.408301936,0.244981162
3/15/2021 9:00,0.0943375,0.326368676,0.098416919,0.306269236,0.326368676,0.0841875,0.407960845,0.244776507
3/15/2021 9:15,0.1181125,0.380330724,0.100122855,0.259074347,0.380330724,0.0943375,0.475413405,0.285248043
3/15/2021 9:30,0.1418875,0.434292772,0.101828791,0.211879459,0.434292772,0.1181125,0.542865965,0.325719579
3/15/2021 9:45,0.1656625,0.48825482,0.103534727,0.16468457,0.48825482,0.1418875,0.610318525,0.366191115
3/15/2021 10:00,0.20605,0.605291521,0,0.043308242,0.605291521,0.1656625,0.756614401,0.453968641
3/15/2021 10:15,0.21875,0.617203801,0.037428734,0.045567647,0.617203801,0.20605,0.771504751,0.462902851
3/15/2021 10:30,0.23145,0.629116081,0.1781704,0.047827051,0.629116081,0.21875,0.786395101,0.471837061
3/15/2021 10:45,0.24415,0.641028361,0.318912066,0.050086456,0.641028361,0.23145,0.801285451,0.480771271
3/15/2021 11:00,0.2311625,0.671279311,0.671290796,0,0.671279311,0.24415,0.839099139,0.503459483
3/15/2021 11:15,0.2609875,0.670965811,0.670941087,0.018833935,0.670965811,0.2311625,0.838707264,0.503224358
3/15/2021 11:30,0.2908125,0.670652311,0.670591377,0.092636001,0.670652311,0.2609875,0.838315389,0.502989233
3/15/2021 11:45,0.3206375,0.670338811,0.670241668,0.166438066,0.670338811,0.2908125,0.837923514,0.502754108
3/15/2021 12:00,0.3463,0.692075218,0.688283527,0.250446479,0.692075218,0.3206375,0.865094023,0.519056414
3/15/2021 12:15,0.3789,0.67706178,0.675672772,0.317444313,0.67706178,0.3463,0.846327225,0.507796335
3/15/2021 12:30,0.4115,0.662048342,0.663062018,0.384442147,0.662048342,0.3789,0.827560428,0.496536257
3/15/2021 12:45,0.4441,0.647034904,0.650451263,0.451439981,0.647034904,0.4115,0.80879363,0.485276178
3/15/2021 13:00,0.5366625,0.689592202,0.657159165,0.657222774,0.689592202,0.4441,0.861990253,0.517194152
3/15/2021 13:15,0.5292875,0.636198273,0.631669306,0.631697303,0.636198273,0.5366625,0.795247841,0.477148705
3/15/2021 13:30,0.5219125,0.582804345,0.606179448,0.606171832,0.582804345,0.5292875,0.728505431,0.437103259
3/15/2021 13:45,0.5145375,0.529410416,0.580689589,0.580646361,0.529410416,0.5219125,0.66176302,0.397057812
3/15/2021 14:00,0.5532125,0.446821436,0.576774848,0.576611285,0.446821436,0.5145375,0.558526795,0.335116077
3/15/2021 14:15,0.5151375,0.412890875,0.536901578,0.536758884,0.412890875,0.5532125,0.516113594,0.309668156
3/15/2021 14:30,0.4770625,0.378960314,0.497028308,0.496906482,0.378960314,0.5151375,0.473700393,0.284220236
3/15/2021 14:45,0.4389875,0.345029752,0.457155038,0.457054081,0.345029752,0.4770625,0.43128719,0.258772314
3/15/2021 15:00,0.4184625,0.302033213,0.435755482,0.435708992,0.302033213,0.4389875,0.377541516,0.22652491
3/15/2021 15:15,0.3686875,0.274146638,0.383566404,0.383518383,0.274146638,0.4184625,0.342683298,0.205609979
3/15/2021 15:30,0.3189125,0.246260062,0.331377324,0.331327773,0.246260062,0.3686875,0.307825078,0.184695047
3/15/2021 15:45,0.2691375,0.218373487,0.279188246,0.279137164,0.218373487,0.3189125,0.272966859,0.163780115
3/15/2021 16:00,0.199075,0.204403441,0.204483879,0.20440838,0.204403441,0.2691375,0.255504301,0.153302581
3/15/2021 16:15,0.162825,0.167239179,0.167304992,0.16724322,0.167239179,0.199075,0.209048974,0.125429384
3/15/2021 16:30,0.126575,0.130074917,0.130126105,0.13007806,0.130074917,0.162825,0.162593646,0.097556188
3/15/2021 16:45,0.090325,0.092910655,0.092947218,0.0929129,0.092910655,0.126575,0.116138319,0.069682991
3/15/2021 17:00,0,0,0,0,0,0.090325,0,0
3/15/2021 17:15,0,0,0,0,0,0,0,0
3/15/2021 17:30,0,0,0,0,0,0,0,0
3/15/2021 17:45,0,0,0,0,0,0,0,0
3/15/2021 18:00,0,0,0,0,0,0,0,0
3/15/2021 18:15,0,0,0,0,0,0,0,0
3/15/2021 18:30,0,0,0,0,0,0,0,0
3/15/2021 18:45,0,0,0,0,0,0,0,0
3/15/2021 19:00,0,0,0,0,0,0,0,0
3/15/2021 19:15,0,0,0,0,0,0,0,0
3/15/2021 19:30,0,0,0,0,0,0,0,0
3/15/2021 19:45,0,0,0,0,0,0,0,0
3/15/2021 20:00,0,0,0,0,0,0,0,0
3/15/2021 20:15,0,0,0,0,0,0,0,0
3/15/2021 20:30,0,0,0,0,0,0,0,0
3/15/2021 20:45,0,0,0,0,0,0,0,0
3/15/2021 21:00,0,0,0,0,0,0,0,0
3/15/2021 21:15,0,0,0,0,0,0,0,0
3/15/2021 21:30,0,0,0,0,0,0,0,0
3/15/2021 21:45,0,0,0,0,0,0,0,0
3/15/2021 22:00,0,0,0,0,0,0,0,0
3/15/2021 22:15,0,0,0,0,0,0,0,0
3/15/2021 22:30,0,0,0,0,0,0,0,0
3/15/2021 22:45,0,0,0,0,0,0,0,0
3/15/2021 23:00,0,0,0,0,0,0,0,0
3/15/2021 23:15,0,0,0,0,0,0,0,0
3/15/2021 23:30,0,0,0,0,0,0,0,0
3/15/2021 23:45,0,0,0,0,0,0,0,0
3/16/2021 0:00,0,0,0,0,0,0,0,0
3/16/2021 0:15,0,0,0,0,0,0,0,0
3/16/2021 0:30,0,0,0,0,0,0,0,0
3/16/2021 0:45,0,0,0,0,0,0,0,0
3/16/2021 1:00,0,0,0,0,0,0,0,0
3/16/2021 1:15,0,0,0,0,0,0,0,0
3/16/2021 1:30,0,0,0,0,0,0,0,0
3/16/2021 1:45,0,0,0,0,0,0,0,0
3/16/2021 2:00,0,0,0,0,0,0,0,0
3/16/2021 2:15,0,0,0,0,0,0,0,0
3/16/2021 2:30,0,0,0,0,0,0,0,0
3/16/2021 2:45,0,0,0,0,0,0,0,0
3/16/2021 3:00,0,0,0,0,0,0,0,0
3/16/2021 3:15,0,0,0,0,0,0,0,0
3/16/2021 3:30,0,0,0,0,0,0,0,0
3/16/2021 3:45,0,0,0,0,0,0,0,0
3/16/2021 4:00,0,0,0,0,0,0,0,0
3/16/2021 4:15,0,0,0,0,0,0,0,0
3/16/2021 4:30,0,0,0,0,0,0,0,0
3/16/2021 4:45,0,0,0,0,0,0,0,0
3/16/2021 5:00,0,0,0,0,0,0,0,0
3/16/2021 5:15,0,0,0,0,0,0,0,0
3/16/2021 5:30,0.00035,0,0,3.54E-08,0,0,0,0
3/16/2021 5:45,0.00165,0,0,1.06E-07,0,0.00035,0,0
3/16/2021 6:00,0,0,0,0,0,0.00165,0,0
3/16/2021 6:15,0,0,0,0,0,0,0,0
3/16/2021 6:30,0.0234375,0.019905426,0.018043839,0.005267065,0.019905426,0,0.024881783,0.01492907
3/16/2021 6:45,0.0605125,0.059716278,0.054131516,0.015800629,0.059716278,0.0234375,0.074645348,0.044787209
3/16/2021 7:00,0.08195,0.111316133,0.065971436,0,0.111316133,0.0605125,0.139145166,0.0834871
3/16/2021 7:15,0.12945,0.143267649,0.118224285,0.027466255,0.143267649,0.08195,0.179084561,0.107450737
3/16/2021 7:30,0.17695,0.175219165,0.170477133,0.056802825,0.175219165,0.12945,0.219023956,0.131414374
3/16/2021 7:45,0.22445,0.207170681,0.222729982,0.086139395,0.207170681,0.17695,0.258963351,0.155378011
3/16/2021 8:00,0.2830875,0.199695454,0.28928563,0.141978037,0.199695454,0.22445,0.249619318,0.149771591
3/16/2021 8:15,0.3231625,0.257931465,0.332003279,0.153646559,0.257931465,0.2830875,0.322414331,0.193448599
3/16/2021 8:30,0.3632375,0.316167475,0.374720927,0.165315081,0.316167475,0.3231625,0.395209344,0.237125606
3/16/2021 8:45,0.4033125,0.374403486,0.417438577,0.176983603,0.374403486,0.3632375,0.468004358,0.280802615
3/16/2021 9:00,0.4638625,0.479817884,0.60707777,0.130740151,0.479817884,0.4033125,0.599772355,0.359863413
3/16/2021 9:15,0.4902875,0.506601637,0.551847723,0.181016656,0.506601637,0.4638625,0.633252046,0.379951228
3/16/2021 9:30,0.5167125,0.533385389,0.496617675,0.23129316,0.533385389,0.4902875,0.666731736,0.400039042
3/16/2021 9:45,0.5431375,0.560169142,0.441387628,0.281569665,0.560169142,0.5167125,0.700211428,0.420126857
3/16/2021 10:00,0.592775,0.609412993,0.292428854,0.30706284,0.609412993,0.5431375,0.761766241,0.457059745
3/16/2021 10:15,0.603725,0.621223347,0.299684624,0.373861564,0.621223347,0.592775,0.776529184,0.46591751
3/16/2021 10:30,0.614675,0.633033701,0.306940394,0.440660288,0.633033701,0.603725,0.791292126,0.474775276
3/16/2021 10:45,0.625625,0.644844055,0.314196164,0.507459012,0.644844055,0.614675,0.806055069,0.483633041
3/16/2021 11:00,0.6562625,0.674943941,0.294438883,0.675040109,0.674943941,0.625625,0.843679926,0.506207956
3/16/2021 11:15,0.6540875,0.674561274,0.319703353,0.674650584,0.674561274,0.6562625,0.843201593,0.505920956
3/16/2021 11:30,0.6519125,0.674178606,0.344967823,0.67426106,0.674178606,0.6540875,0.842723258,0.505633955
3/16/2021 11:45,0.6497375,0.673795939,0.370232293,0.673871535,0.673795939,0.6519125,0.842244924,0.505346954
3/16/2021 12:00,0.668375,0.691761201,0.362582391,0.700271044,0.691761201,0.6497375,0.864701501,0.518820901
3/16/2021 12:15,0.652325,0.679146581,0.409789775,0.682022163,0.679146581,0.668375,0.848933226,0.509359936
3/16/2021 12:30,0.636275,0.666531961,0.456997159,0.663773282,0.666531961,0.652325,0.833164951,0.499898971
3/16/2021 12:45,0.620225,0.653917341,0.504204543,0.645524401,0.653917341,0.636275,0.817396676,0.490438006
3/16/2021 13:00,0.6206375,0.660601382,0.660389261,0.630288802,0.660601382,0.620225,0.825751728,0.495451037
3/16/2021 13:15,0.5936125,0.635120988,0.63494509,0.610031067,0.635120988,0.6206375,0.793901235,0.476340741
3/16/2021 13:30,0.5665875,0.609640594,0.609500918,0.589773332,0.609640594,0.5936125,0.762050743,0.457230446
3/16/2021 13:45,0.5395625,0.5841602,0.584056747,0.569515596,0.5841602,0.5665875,0.73020025,0.43812015
3/16/2021 14:00,0.5417875,0.582845108,0.580002051,0.601576908,0.582845108,0.5395625,0.728556385,0.437133831
3/16/2021 14:15,0.4952625,0.541254513,0.54029823,0.546439809,0.541254513,0.5417875,0.676568141,0.405940885
3/16/2021 14:30,0.4487375,0.499663918,0.500594409,0.491302709,0.499663918,0.4952625,0.624579898,0.374747939
3/16/2021 14:45,0.4022125,0.458073323,0.460890588,0.43616561,0.458073323,0.4487375,0.572591654,0.343554992
3/16/2021 15:00,0.3509625,0.433605168,0.439827062,0.352799187,0.433605168,0.4022125,0.54200646,0.325203876
3/16/2021 15:15,0.3075875,0.380599613,0.387696377,0.316481637,0.380599613,0.3509625,0.475749516,0.28544971
3/16/2021 15:30,0.2642125,0.327594057,0.335565693,0.280164087,0.327594057,0.3075875,0.409492571,0.245695543
3/16/2021 15:45,0.2208375,0.274588502,0.283435008,0.243846537,0.274588502,0.2642125,0.343235628,0.205941377
3/16/2021 16:00,0.1546625,0.195352594,0.210523907,0.210447412,0.195352594,0.2208375,0.244190743,0.146514446
3/16/2021 16:15,0.1264875,0.159833941,0.172246833,0.172184246,0.159833941,0.1546625,0.199792426,0.119875456
3/16/2021 16:30,0.0983125,0.124315287,0.133969759,0.13392108,0.124315287,0.1264875,0.155394109,0.093236465
3/16/2021 16:45,0.0701375,0.088796634,0.095692685,0.095657914,0.088796634,0.0983125,0.110995793,0.066597476
3/16/2021 17:00,0,0,0,0,0,0.0701375,0,0
3/16/2021 17:15,0,0,0,0,0,0,0,0
3/16/2021 17:30,0,0,0,0,0,0,0,0
3/16/2021 17:45,0,0,0,0,0,0,0,0
3/16/2021 18:00,0,0,0,0,0,0,0,0
3/16/2021 18:15,0,0,0,0,0,0,0,0
3/16/2021 18:30,0,0,0,0,0,0,0,0
3/16/2021 18:45,0,0,0,0,0,0,0,0
3/16/2021 19:00,0,0,0,0,0,0,0,0
3/16/2021 19:15,0,0,0,0,0,0,0,0
3/16/2021 19:30,0,0,0,0,0,0,0,0
3/16/2021 19:45,0,0,0,0,0,0,0,0
3/16/2021 20:00,0,0,0,0,0,0,0,0
3/16/2021 20:15,0,0,0,0,0,0,0,0
3/16/2021 20:30,0,0,0,0,0,0,0,0
3/16/2021 20:45,0,0,0,0,0,0,0,0
3/16/2021 21:00,0,0,0,0,0,0,0,0
3/16/2021 21:15,0,0,0,0,0,0,0,0
3/16/2021 21:30,0,0,0,0,0,0,0,0
3/16/2021 21:45,0,0,0,0,0,0,0,0
3/16/2021 22:00,0,0,0,0,0,0,0,0
3/16/2021 22:15,0,0,0,0,0,0,0,0
3/16/2021 22:30,0,0,0,0,0,0,0,0
3/16/2021 22:45,0,0,0,0,0,0,0,0
3/16/2021 23:00,0,0,0,0,0,0,0,0
3/16/2021 23:15,0,0,0,0,0,0,0,0
3/16/2021 23:30,0,0,0,0,0,0,0,0
3/16/2021 23:45,0,0,0,0,0,0,0,0
3/17/2021 0:00,0,0,0,0,0,0,0,0
3/17/2021 0:15,0,0,0,0,0,0,0,0
3/17/2021 0:30,0,0,0,0,0,0,0,0
3/17/2021 0:45,0,0,0,0,0,0,0,0
3/17/2021 1:00,0,0,0,0,0,0,0,0
3/17/2021 1:15,0,0,0,0,0,0,0,0
3/17/2021 1:30,0,0,0,0,0,0,0,0
3/17/2021 1:45,0,0,0,0,0,0,0,0
3/17/2021 2:00,0,0,0,0,0,0,0,0
3/17/2021 2:15,0,0,0,0,0,0,0,0
3/17/2021 2:30,0,0,0,0,0,0,0,0
3/17/2021 2:45,0,0,0,0,0,0,0,0
3/17/2021 3:00,0,0,0,0,0,0,0,0
3/17/2021 3:15,0,0,0,0,0,0,0,0
3/17/2021 3:30,0,0,0,0,0,0,0,0
3/17/2021 3:45,0,0,0,0,0,0,0,0
3/17/2021 4:00,0,0,0,0,0,0,0,0
3/17/2021 4:15,0,0,0,0,0,0,0,0
3/17/2021 4:30,0,0,0,0,0,0,0,0
3/17/2021 4:45,0,0,0,0,0,0,0,0
3/17/2021 5:00,0,0,0,0,0,0,0,0
3/17/2021 5:15,0,0,0,0,0,0,0,0
3/17/2021 5:30,0.000975,7.50E-05,7.50E-05,7.08E-05,7.50E-05,0,0.00009375,0.00005625
3/17/2021 5:45,0.003525,0.000225043,0.000225051,0.000212389,0.000225043,0.000975,0.000281304,0.000168782
3/17/2021 6:00,0,0,0,0,0,0.003525,0,0
3/17/2021 6:15,0,0,0,0,0,0,0,0
3/17/2021 6:30,0.0281125,0.022111483,0.016194648,0.01300376,0.022111483,0,0.027639354,0.016583612
3/17/2021 6:45,0.0645375,0.065134219,0.047383673,0.03787854,0.065134219,0.0281125,0.081417774,0.048850664
3/17/2021 7:00,0.0810875,0.095353158,0.051893249,0.010790312,0.095353158,0.0645375,0.119191448,0.071514869
3/17/2021 7:15,0.1307625,0.146911759,0.100868574,0.070307097,0.146911759,0.0810875,0.183639699,0.110183819
3/17/2021 7:30,0.1804375,0.19847036,0.149843898,0.129823882,0.19847036,0.1307625,0.24808795,0.14885277
3/17/2021 7:45,0.2301125,0.250028961,0.198819223,0.189340667,0.250028961,0.1804375,0.312536201,0.187521721
3/17/2021 8:00,0.3046125,0.321206902,0.266255859,0.290961238,0.321206902,0.2301125,0.401508628,0.240905177
3/17/2021 8:15,0.3377375,0.359685943,0.302923642,0.322408832,0.359685943,0.3046125,0.449607429,0.269764457
3/17/2021 8:30,0.3708625,0.398164983,0.339591426,0.353856426,0.398164983,0.3377375,0.497706229,0.298623737
3/17/2021 8:45,0.4039875,0.436644024,0.376259209,0.38530402,0.436644024,0.3708625,0.54580503,0.327483018
3/17/2021 9:00,0.467525,0.499248275,0.485749444,0.478480317,0.499248275,0.4039875,0.624060344,0.374436206
3/17/2021 9:15,0.480375,0.521643842,0.473868926,0.468775442,0.521643842,0.467525,0.652054803,0.391232882
3/17/2021 9:30,0.493225,0.54403941,0.461988408,0.459070568,0.54403941,0.480375,0.680049263,0.408029558
3/17/2021 9:45,0.506075,0.566434977,0.45010789,0.449365693,0.566434977,0.493225,0.708043721,0.424826233
3/17/2021 10:00,0.5422875,0.601800999,0.485449314,0.483719104,0.601800999,0.506075,0.752251249,0.451350749
3/17/2021 10:15,0.5395625,0.615549597,0.442087501,0.444642039,0.615549597,0.5422875,0.769436996,0.461662198
3/17/2021 10:30,0.5368375,0.629298195,0.398725687,0.405564975,0.629298195,0.5395625,0.786622744,0.471973646
3/17/2021 10:45,0.5341125,0.643046793,0.355363874,0.36648791,0.643046793,0.5368375,0.803808491,0.482285095
3/17/2021 11:00,0.5211125,0.678079804,0.306734678,0.150947801,0.678079804,0.5341125,0.847599755,0.508559853
3/17/2021 11:15,0.5252375,0.677638794,0.266884453,0.229512766,0.677638794,0.5211125,0.847048493,0.508229096
3/17/2021 11:30,0.5293625,0.677197784,0.227034229,0.308077732,0.677197784,0.5252375,0.84649723,0.507898338
3/17/2021 11:45,0.5334875,0.676756774,0.187184004,0.386642697,0.676756774,0.5293625,0.845945968,0.507567581
3/17/2021 12:00,0.5568875,0.739950537,0.07225502,0.575563388,0.739950537,0.5334875,0.924938171,0.554962903
3/17/2021 12:15,0.5481625,0.697086346,0.082457302,0.580557869,0.697086346,0.5568875,0.871357933,0.52281476
3/17/2021 12:30,0.5394375,0.654222154,0.092659584,0.58555235,0.654222154,0.5481625,0.817777693,0.490666616
3/17/2021 12:45,0.5307125,0.611357963,0.102861866,0.590546831,0.611357963,0.5394375,0.764197454,0.458518472
3/17/2021 13:00,0.5411125,0.63254012,0.153914909,0.632878571,0.63254012,0.5307125,0.79067515,0.47440509
3/17/2021 13:15,0.5196375,0.546978363,0.136883351,0.612981546,0.546978363,0.5411125,0.683722954,0.410233772
3/17/2021 13:30,0.4981625,0.461416605,0.119851793,0.593084521,0.461416605,0.5196375,0.576770756,0.346062454
3/17/2021 13:45,0.4766875,0.375854848,0.102820235,0.573187496,0.375854848,0.4981625,0.46981856,0.281891136
3/17/2021 14:00,0.4720125,0.214514524,0.077067709,0.582765303,0.214514524,0.4766875,0.268143155,0.160885893
3/17/2021 14:15,0.4393375,0.179471811,0.06585013,0.54321839,0.179471811,0.4720125,0.224339764,0.134603858
3/17/2021 14:30,0.4066625,0.144429098,0.054632552,0.503671476,0.144429098,0.4393375,0.180536373,0.108321824
3/17/2021 14:45,0.3739875,0.109386385,0.043414973,0.464124563,0.109386385,0.4066625,0.136732981,0.082039789
3/17/2021 15:00,0.353575,0,0.015703802,0.443307923,0,0.3739875,0,0
3/17/2021 15:15,0.312725,0.013268116,0.015481951,0.39127416,0.013268116,0.353575,0.016585145,0.009951087
3/17/2021 15:30,0.271875,0.030291088,0.015260101,0.339240398,0.030291088,0.312725,0.03786386,0.022718316
3/17/2021 15:45,0.231025,0.047314061,0.01503825,0.287206635,0.047314061,0.271875,0.059142576,0.035485546
3/17/2021 16:00,0.1765625,0.123573303,0.019914851,0.216043064,0.123573303,0.231025,0.154466629,0.092679977
3/17/2021 16:15,0.1447875,0.10110543,0.016294033,0.176762507,0.10110543,0.1765625,0.126381788,0.075829073
3/17/2021 16:30,0.1130125,0.078637556,0.012673215,0.13748195,0.078637556,0.1447875,0.098296945,0.058978167
3/17/2021 16:45,0.0812375,0.056169683,0.009052397,0.098201393,0.056169683,0.1130125,0.070212104,0.042127262
3/17/2021 17:00,0.0025875,0,4.83E-07,0,0,0.0812375,0,0
3/17/2021 17:15,0.0020625,0,3.95E-07,0,0,0.0025875,0,0
3/17/2021 17:30,0.0015375,0,3.07E-07,0,0,0.0020625,0,0
3/17/2021 17:45,0.0010125,0,2.19E-07,0,0,0.0015375,0,0
3/17/2021 18:00,0,0,0,0,0,0.0010125,0,0
3/17/2021 18:15,0,0,0,0,0,0,0,0
3/17/2021 18:30,0,0,0,0,0,0,0,0
3/17/2021 18:45,0,0,0,0,0,0,0,0
3/17/2021 19:00,0,0,0,0,0,0,0,0
3/17/2021 19:15,0,0,0,0,0,0,0,0
3/17/2021 19:30,0,0,0,0,0,0,0,0
3/17/2021 19:45,0,0,0,0,0,0,0,0
3/17/2021 20:00,0,0,0,0,0,0,0,0
3/17/2021 20:15,0,0,0,0,0,0,0,0
3/17/2021 20:30,0,0,0,0,0,0,0,0
3/17/2021 20:45,0,0,0,0,0,0,0,0
3/17/2021 21:00,0,0,0,0,0,0,0,0
3/17/2021 21:15,0,0,0,0,0,0,0,0
3/17/2021 21:30,0,0,0,0,0,0,0,0
3/17/2021 21:45,0,0,0,0,0,0,0,0
3/17/2021 22:00,0,0,0,0,0,0,0,0
3/17/2021 22:15,0,0,0,0,0,0,0,0
3/17/2021 22:30,0,0,0,0,0,0,0,0
3/17/2021 22:45,0,0,0,0,0,0,0,0
3/17/2021 23:00,0,0,0,0,0,0,0,0
3/17/2021 23:15,0,0,0,0,0,0,0,0
3/17/2021 23:30,0,0,0,0,0,0,0,0
3/17/2021 23:45,0,0,0,0,0,0,0,0
3/18/2021 0:00,0,0,0,0,0,0,0,0
3/18/2021 0:15,0,0,0,0,0,0,0,0
3/18/2021 0:30,0,0,0,0,0,0,0,0
3/18/2021 0:45,0,0,0,0,0,0,0,0
3/18/2021 1:00,0,0,0,0,0,0,0,0
3/18/2021 1:15,0,0,0,0,0,0,0,0
3/18/2021 1:30,0,0,0,0,0,0,0,0
3/18/2021 1:45,0,0,0,0,0,0,0,0
3/18/2021 2:00,0,0,0,0,0,0,0,0
3/18/2021 2:15,0,0,0,0,0,0,0,0
3/18/2021 2:30,0,0,0,0,0,0,0,0
3/18/2021 2:45,0,0,0,0,0,0,0,0
3/18/2021 3:00,0,0,0,0,0,0,0,0
3/18/2021 3:15,0,0,0,0,0,0,0,0
3/18/2021 3:30,0,0,0,0,0,0,0,0
3/18/2021 3:45,0,0,0,0,0,0,0,0
3/18/2021 4:00,0,0,0,0,0,0,0,0
3/18/2021 4:15,0,0,0,0,0,0,0,0
3/18/2021 4:30,0,0,0,0,0,0,0,0
3/18/2021 4:45,0,0,0,0,0,0,0,0
3/18/2021 5:00,0,0,0,0,0,0,0,0
3/18/2021 5:15,0,0,0,0,0,0,0,0
3/18/2021 5:30,0.001625,0.000537457,0.000537489,0.000537579,0.000537457,0,0.000671821,0.000403093
3/18/2021 5:45,0.005475,0.001612371,0.001612468,0.001612737,0.001612371,0.001625,0.002015464,0.001209278
3/18/2021 6:00,0,0,0,0,0,0.005475,0,0
3/18/2021 6:15,0,0,0,0,0,0,0,0
3/18/2021 6:30,0.034325,0.016688425,0.022908065,0.026106733,0.016688425,0,0.020860531,0.012516319
3/18/2021 6:45,0.072775,0.041465961,0.060124366,0.069718936,0.041465961,0.034325,0.051832451,0.031099471
3/18/2021 7:00,0.0991125,0.070973711,0.091055109,0.102691153,0.070973711,0.072775,0.088717139,0.053230283
