time,Measurement,DA_1,DA_2,DA_3,HA,RT,HA_ub,HA_lb
01/01/2021 00.00,0,0,0,0,0,0,0,0
01/01/2021 00.15,0,0,0,0,0,0,0,0
01/01/2021 00.30,0,0,0,0,0,0,0,0
01/01/2021 00.45,0,0,0,0,0,0,0,0
01/01/2021 01.00,0,0,0,0,0,0,0,0
01/01/2021 01.15,0,0,0,0,0,0,0,0
01/01/2021 01.30,0,0,0,0,0,0,0,0
01/01/2021 01.45,0,0,0,0,0,0,0,0
01/01/2021 02.00,0,0,0,0,0,0,0,0
01/01/2021 02.15,0,0,0,0,0,0,0,0
01/01/2021 02.30,0,0,0,0,0,0,0,0
01/01/2021 02.45,0,0,0,0,0,0,0,0
01/01/2021 03.00,0,0,0,0,0,0,0,0
01/01/2021 03.15,0,0,0,0,0,0,0,0
01/01/2021 03.30,0,0,0,0,0,0,0,0
01/01/2021 03.45,0,0,0,0,0,0,0,0
01/01/2021 04.00,0,0,0,0,0,0,0,0
01/01/2021 04.15,0,0,0,0,0,0,0,0
01/01/2021 04.30,0,0,0,0,0,0,0,0
01/01/2021 04.45,0,0,0,0,0,0,0,0
01/01/2021 05.00,0,0,0,0,0,0,0,0
01/01/2021 05.15,0,0,0,0,0,0,0,0
01/01/2021 05.30,0,0,0,0,0,0,0,0
01/01/2021 05.45,0,0,0,0,0,0,0,0
01/01/2021 06.00,0,0,0,0,0,0,0,0
01/01/2021 06.15,0,0,0,0,0,0,0,0
01/01/2021 06.30,0,0,0,0,0,0,0,0
01/01/2021 06.45,0,0,0,0,0,0,0,0
01/01/2021 07.00,0,0,0,0,0,0,0,0
01/01/2021 07.15,0,0,0,0,0,0,0,0
01/01/2021 07.30,0,0,0,0,0,0,0,0
01/01/2021 07.45,0,0,0,0,0,0,0,0
01/01/2021 08.00,0,0,0,0,0,0,0,0
01/01/2021 08.15,0,0,0,0,0,0,0,0
01/01/2021 08.30,0,0,0,0,0,0,0,0
01/01/2021 08.45,0,0,0,0,0,0,0,0
01/01/2021 09.00,0,0,0,0,0,0,0,0
01/01/2021 09.15,0,0,0,0,0,0,0,0
01/01/2021 09.30,0,0,0,0,0,0,0,0
01/01/2021 09.45,0,0,0,0,0,0,0,0
01/01/2021 10.00,0,0,0,0,0,0,0,0
01/01/2021 10.15,0,0,0,0,0,0,0,0
01/01/2021 10.30,0,0,0,0,0,0,0,0
01/01/2021 10.45,0,0,0,0,0,0,0,0
01/01/2021 11.00,0,0,0,0,0,0,0,0
01/01/2021 11.15,0,0,0,0,0,0,0,0
01/01/2021 11.30,0,0,0,0,0,0,0,0
01/01/2021 11.45,0,0,0,0,0,0,0,0
01/01/2021 12.00,0,0,0,0,0,0,0,0
01/01/2021 12.15,0,0,0,0,0,0,0,0
01/01/2021 12.30,0,0,0,0,0,0,0,0
01/01/2021 12.45,0,0,0,0,0,0,0,0
01/01/2021 13.00,0,0,0,0,0,0,0,0
01/01/2021 13.15,0,0,0,0,0,0,0,0
01/01/2021 13.30,0,0,0,0,0,0,0,0
01/01/2021 13.45,0,0,0,0,0,0,0,0
01/01/2021 14.00,0,0,0,0,0,0,0,0
01/01/2021 14.15,0,0,0,0,0,0,0,0
01/01/2021 14.30,0,0,0,0,0,0,0,0
01/01/2021 14.45,0,0,0,0,0,0,0,0
01/01/2021 15.00,0,0,0,0,0,0,0,0
01/01/2021 15.15,0,0,0,0,0,0,0,0
01/01/2021 15.30,0,0,0,0,0,0,0,0
01/01/2021 15.45,0,0,0,0,0,0,0,0
01/01/2021 16.00,0,0,0,0,0,0,0,0
01/01/2021 16.15,0,0,0,0,0,0,0,0
01/01/2021 16.30,0,0,0,0,0,0,0,0
01/01/2021 16.45,0,0,0,0,0,0,0,0
01/01/2021 17.00,0,0,0,0,0,0,0,0
01/01/2021 17.15,0,0,0,0,0,0,0,0
01/01/2021 17.30,0,0,0,0,0,0,0,0
01/01/2021 17.45,0,0,0,0,0,0,0,0
01/01/2021 18.00,0,0,0,0,0,0,0,0
01/01/2021 18.15,0,0,0,0,0,0,0,0
01/01/2021 18.30,0,0,0,0,0,0,0,0
01/01/2021 18.45,0,0,0,0,0,0,0,0
01/01/2021 19.00,0,0,0,0,0,0,0,0
01/01/2021 19.15,0,0,0,0,0,0,0,0
01/01/2021 19.30,0,0,0,0,0,0,0,0
01/01/2021 19.45,0,0,0,0,0,0,0,0
01/01/2021 20.00,0,0,0,0,0,0,0,0
01/01/2021 20.15,0,0,0,0,0,0,0,0
01/01/2021 20.30,0,0,0,0,0,0,0,0
01/01/2021 20.45,0,0,0,0,0,0,0,0
01/01/2021 21.00,0,0,0,0,0,0,0,0
01/01/2021 21.15,0,0,0,0,0,0,0,0
01/01/2021 21.30,0,0,0.0024,0,0,0,0,0
01/01/2021 21.45,0,0,0.0072,0,0,0,0,0
01/01/2021 22.00,0,0,0.022575,0,0,0,0,0
01/01/2021 22.15,0,0,0.020325,0,0,0,0,0
01/01/2021 22.30,0,0,0.018075,0,0,0,0,0
01/01/2021 22.45,0,0,0.015825,0,0,0,0,0
01/01/2021 23.00,0,0,0,0,0,0,0,0
01/01/2021 23.15,0,0,0.0045375,0,0,0,0,0
01/01/2021 23.30,0,0,0.0158625,0,0,0,0,0
01/01/2021 23.45,0,0,0.0271875,0,0,0,0,0
01/02/2021 00.00,0,0,0.0385125,0,0,0,0,0
01/02/2021 00.15,0,0,0.0498375,0,0,0,0,0
01/02/2021 00.30,0,0,0.0611625,0.0071375,0,0,0,0
01/02/2021 00.45,0,0,0.0724875,0.0214125,0,0,0,0
01/02/2021 01.00,0,0,0.0943875,0.045775,0,0,0,0
01/02/2021 01.15,0,0,0.0986625,0.053325,0,0,0,0
01/02/2021 01.30,0,0,0.1029375,0.060875,0,0,0,0
01/02/2021 01.45,0,0,0.1072125,0.068425,0,0,0,0
01/02/2021 02.00,0,0,0.1071,0.0943875,0,0,0,0
01/02/2021 02.15,0,0,0.1143,0.0896625,0,0,0,0
01/02/2021 02.30,0,0,0.1215,0.0849375,0,0,0,0
01/02/2021 02.45,0,0,0.1287,0.0802125,0,0,0,0
01/02/2021 03.00,0,0,0.1262625,0.077625,0,0,0,0
01/02/2021 03.15,0,0,0.1398875,0.071475,0,0,0,0
01/02/2021 03.30,0,0,0.1535125,0.065325,0,0,0,0
01/02/2021 03.45,0,0,0.1671375,0.059175,0,0,0,0
01/02/2021 04.00,0,0,0.21065,0.05295,0,0,0,0
01/02/2021 04.15,0,0,0.20435,0.04685,0,0,0,0
01/02/2021 04.30,0,0,0.19805,0.04075,0,0,0,0
01/02/2021 04.45,0,0,0.19175,0.03465,0,0,0,0
01/02/2021 05.00,0,0,0.1880375,0.025175,0,0,0,0
01/02/2021 05.15,0,0,0.1800125,0.021325,0,0,0,0
01/02/2021 05.30,0,0,0.1719875,0.017475,0,0,0,0
01/02/2021 05.45,0,0,0.1639625,0.013625,0,0,0,0
01/02/2021 06.00,0,0,0.128225,0.0055,0,0,0,0
01/02/2021 06.15,0,0,0.138675,0.0045,0,0,0,0
01/02/2021 06.30,0,0,0.149125,0.0035,0,0,0,0
01/02/2021 06.45,0,0,0.159575,0.0025,0,0,0,0
01/02/2021 07.00,0,0,0.18495,0,0,0,0,0
01/02/2021 07.15,0,0,0.18545,0,0,0,0,0
01/02/2021 07.30,0,0,0.18595,0,0,0,0,0
01/02/2021 07.45,0,0,0.18645,0,0,0,0,0
01/02/2021 08.00,0,0,0.203,0,0,0,0,0
01/02/2021 08.15,0,0,0.1928,0,0,0,0,0
01/02/2021 08.30,0,0,0.1826,0,0,0,0,0
01/02/2021 08.45,0,0,0.1724,0,0,0,0,0
01/02/2021 09.00,0,0,0.1626125,0,0,0,0,0
01/02/2021 09.15,0,0,0.1521375,0,0,0,0,0
01/02/2021 09.30,0,0,0.1416625,0,0,0,0,0
01/02/2021 09.45,0,0,0.1311875,0,0,0,0,0
01/02/2021 10.00,0,0,0.1051125,0,0,0,0,0
01/02/2021 10.15,0,0,0.1050375,0,0,0,0,0
01/02/2021 10.30,0,0,0.1049625,0,0,0,0,0
01/02/2021 10.45,0,0,0.1048875,0,0,0,0,0
01/02/2021 11.00,0,0,0.11055,0,0,0,0,0
01/02/2021 11.15,0,0,0.10665,0,0,0,0,0
01/02/2021 11.30,0,0,0.10275,0,0,0,0,0
01/02/2021 11.45,0,0,0.09885,0,0,0,0,0
01/02/2021 12.00,0,0,0.0916875,0,0,0,0,0
01/02/2021 12.15,0,0,0.0899625,0,0,0,0,0
01/02/2021 12.30,0,0,0.0882375,0,0,0,0,0
01/02/2021 12.45,0,0,0.0865125,0,0,0,0,0
01/02/2021 13.00,0,0,0.068475,0,0,0,0,0
01/02/2021 13.15,0,0,0.077625,0,0,0,0,0
01/02/2021 13.30,0,0,0.086775,0,0,0,0,0
01/02/2021 13.45,0,0,0.095925,0,0,0,0,0
01/02/2021 14.00,0,0,0.099375,0,0,0,0,0
01/02/2021 14.15,0,0,0.112325,0,0,0,0,0
01/02/2021 14.30,0,0,0.125275,0,0,0,0,0
01/02/2021 14.45,0,0,0.138225,0,0,0,0,0
01/02/2021 15.00,0,0,0.1524125,0,0,0,0,0
01/02/2021 15.15,0,0,0.1645375,0,0,0,0,0
01/02/2021 15.30,0,0,0.1766625,0.0006625,0,0,0,0
01/02/2021 15.45,0,0,0.1887875,0.0019875,0,0,0,0
01/02/2021 16.00,0,0,0.2086,0,0,0,0,0
01/02/2021 16.15,0,0,0.2156,0,0,0,0,0
01/02/2021 16.30,0,0,0.2226,0.013875,0,0,0,0
01/02/2021 16.45,0,0,0.2296,0.031025,0,0,0,0
01/02/2021 17.00,0,0,0.2494625,0.050425,0,0,0,0
01/02/2021 17.15,0,0,0.2478875,0.066075,0,0,0,0
01/02/2021 17.30,0,0,0.2463125,0.081725,0,0,0,0
01/02/2021 17.45,0,0,0.2447375,0.097375,0,0,0,0
01/02/2021 18.00,0,0,0.2224625,0.11025,0,0,0,0
01/02/2021 18.15,0,0,0.2346875,0.12775,0,0,0,0
01/02/2021 18.30,0,0,0.2469125,0.14525,0,0,0,0
01/02/2021 18.45,0.0027,0,0.2591375,0.16275,0,0,0,0
01/02/2021 19.00,0.0385,0,0.26225,0.17005,0,0.0027,0,0
01/02/2021 19.15,0.0204,0,0.28055,0.19435,0,0.0385,0,0
01/02/2021 19.30,0.0172,0,0.29885,0.21865,0,0.0204,0,0
01/02/2021 19.45,0.0988,0,0.31715,0.24295,0,0.0172,0,0
01/02/2021 20.00,0.079,0,0.3655625,0.2858125,0,0.0988,0,0
01/02/2021 20.15,0.0619,0,0.3637875,0.2977375,0,0.079,0,0
01/02/2021 20.30,0.0538,0,0.3620125,0.3096625,0,0.0619,0,0
01/02/2021 20.45,0.0703,0,0.3602375,0.3215875,0,0.0538,0,0
01/02/2021 21.00,0.0488,0,0.33285,0.3247,0,0.0703,0,0
01/02/2021 21.15,0.0942,0,0.34815,0.3425,0,0.0488,0,0
01/02/2021 21.30,0.1141,0,0.36345,0.3603,0,0.0942,0,0
01/02/2021 21.45,0.0909,0,0.37875,0.3781,0,0.1141,0,0
01/02/2021 22.00,0.111,0,0.4174875,0.435125,0,0.0909,0,0
01/02/2021 22.15,0.1487,0,0.4171625,0.426775,0,0.111,0,0
01/02/2021 22.30,0.1609,0,0.4168375,0.418425,0,0.1487,0,0
01/02/2021 22.45,0.1449,0,0.4165125,0.410075,0,0.1609,0,0
01/02/2021 23.00,0.13,0,0.51365,0.4577875,0,0.1449,0,0
01/02/2021 23.15,0.0906,0,0.44835,0.4120625,0,0.13,0,0
01/02/2021 23.30,0.1091,0.0209625,0.38305,0.3663375,0.0209625,0.0906,0.026203125,0.015721875
01/02/2021 23.45,0.0813,0.0628875,0.31775,0.3206125,0.0628875,0.1091,0.078609375,0.047165625
01/03/2021 00.00,0.0952,0.1756875,0.1588125,0.18065,0.1756875,0.0813,0.219609375,0.131765625
01/03/2021 00.15,0.0807,0.1703625,0.1559375,0.19775,0.1703625,0.0952,0.212953125,0.127771875
01/03/2021 00.30,0.0946,0.1650375,0.1530625,0.21485,0.1650375,0.0807,0.206296875,0.123778125
01/03/2021 00.45,0.1261,0.1597125,0.1501875,0.23195,0.1597125,0.0946,0.199640625,0.119784375
01/03/2021 01.00,0.0799,0.1439625,0.1419875,0.278675,0.1439625,0.1261,0.179953125,0.107971875
01/03/2021 01.15,0.1502,0.1455875,0.1426625,0.276025,0.1455875,0.0799,0.181984375,0.109190625
01/03/2021 01.30,0.1659,0.1472125,0.1433375,0.273375,0.1472125,0.1502,0.184015625,0.110409375
01/03/2021 01.45,0.1817,0.1488375,0.1440125,0.270725,0.1488375,0.1659,0.186046875,0.111628125
01/03/2021 02.00,0.1807,0.1332875,0.1332875,0.253225,0.1332875,0.1817,0.166609375,0.099965625
01/03/2021 02.15,0.157,0.1463625,0.1415625,0.260475,0.1463625,0.1807,0.182953125,0.109771875
01/03/2021 02.30,0.155,0.1594375,0.1498375,0.267725,0.1594375,0.157,0.199296875,0.119578125
01/03/2021 02.45,0.151,0.1725125,0.1581125,0.274975,0.1725125,0.155,0.215640625,0.129384375
01/03/2021 03.00,0.1679,0.173775,0.152025,0.281775,0.173775,0.151,0.21721875,0.13033125
01/03/2021 03.15,0.2008,0.194725,0.169875,0.289325,0.194725,0.1679,0.24340625,0.14604375
01/03/2021 03.30,0.2267,0.215675,0.187725,0.296875,0.215675,0.2008,0.26959375,0.16175625
01/03/2021 03.45,0.2364,0.236625,0.205575,0.304425,0.236625,0.2267,0.29578125,0.17746875
01/03/2021 04.00,0.2113,0.273925,0.24825,0.32705,0.273925,0.2364,0.34240625,0.20544375
01/03/2021 04.15,0.2217,0.283975,0.24955,0.32455,0.283975,0.2113,0.35496875,0.21298125
01/03/2021 04.30,0.2209,0.294025,0.25085,0.32205,0.294025,0.2217,0.36753125,0.22051875
01/03/2021 04.45,0.2843,0.304075,0.25215,0.31955,0.304075,0.2209,0.38009375,0.22805625
01/03/2021 05.00,0.2904,0.310075,0.262,0.3034,0.310075,0.2843,0.38759375,0.23255625
01/03/2021 05.15,0.2406,0.322825,0.2576,0.31,0.322825,0.2904,0.40353125,0.24211875
01/03/2021 05.30,0.2454,0.335575,0.2532,0.3166,0.335575,0.2406,0.41946875,0.25168125
01/03/2021 05.45,0.28,0.348325,0.2488,0.3232,0.348325,0.2454,0.43540625,0.26124375
01/03/2021 06.00,0.2751,0.378475,0.22835,0.319975,0.378475,0.28,0.47309375,0.28385625
01/03/2021 06.15,0.2918,0.379625,0.23465,0.333125,0.379625,0.2751,0.47453125,0.28471875
01/03/2021 06.30,0.3299,0.380775,0.24095,0.346275,0.380775,0.2918,0.47596875,0.28558125
01/03/2021 06.45,0.3382,0.381925,0.24725,0.359425,0.381925,0.3299,0.47740625,0.28644375
01/03/2021 07.00,0.2931,0.3533,0.2646125,0.3548,0.3533,0.3382,0.441625,0.264975
01/03/2021 07.15,0.242,0.3743,0.2635375,0.3798,0.3743,0.2931,0.467875,0.280725
01/03/2021 07.30,0.3139,0.3953,0.2624625,0.4048,0.3953,0.242,0.494125,0.296475
01/03/2021 07.45,0.2813,0.4163,0.2613875,0.4298,0.4163,0.3139,0.520375,0.312225
01/03/2021 08.00,0.3072,0.4112375,0.258925,0.46455,0.4112375,0.2813,0.514046875,0.308428125
01/03/2021 08.15,0.2777,0.4496125,0.258775,0.48305,0.4496125,0.3072,0.562015625,0.337209375
01/03/2021 08.30,0.3256,0.4879875,0.258625,0.50155,0.4879875,0.2777,0.609984375,0.365990625
01/03/2021 08.45,0.3245,0.5263625,0.258475,0.52005,0.5263625,0.3256,0.657953125,0.394771875
01/03/2021 09.00,0.3746,0.5273125,0.25015,0.465875,0.5273125,0.3245,0.659140625,0.395484375
01/03/2021 09.15,0.4241,0.5906375,0.25545,0.532825,0.5906375,0.3746,0.738296875,0.442978125
01/03/2021 09.30,0.3877,0.6539625,0.26075,0.599775,0.6539625,0.4241,0.817453125,0.490471875
01/03/2021 09.45,0.4027,0.7172875,0.26605,0.666725,0.7172875,0.3877,0.896609375,0.537965625
01/03/2021 10.00,0.448,0.883025,0.302175,0.817225,0.883025,0.4027,1,0.66226875
01/03/2021 10.15,0.5311,0.878075,0.286925,0.828475,0.878075,0.448,1,0.65855625
01/03/2021 10.30,0.5542,0.873125,0.271675,0.839725,0.873125,0.5311,1,0.65484375
01/03/2021 10.45,0.4982,0.868175,0.256425,0.850975,0.868175,0.5542,1,0.65113125
01/03/2021 11.00,0.5807,0.857825,0.23975,0.8857,0.857825,0.4982,1,0.64336875
01/03/2021 11.15,0.5447,0.856475,0.22545,0.8813,0.856475,0.5807,1,0.64235625
01/03/2021 11.30,0.4271,0.855125,0.21115,0.8769,0.855125,0.5447,1,0.64134375
01/03/2021 11.45,0.4262,0.853775,0.19685,0.8725,0.853775,0.4271,1,0.64033125
01/03/2021 12.00,0.4522,0.83795,0.1777125,0.887075,0.83795,0.4262,1,0.6284625
01/03/2021 12.15,0.3763,0.84625,0.1666375,0.870025,0.84625,0.4522,1,0.6346875
01/03/2021 12.30,0.4248,0.85455,0.1555625,0.852975,0.85455,0.3763,1,0.6409125
01/03/2021 12.45,0.4186,0.86285,0.1444875,0.835925,0.86285,0.4248,1,0.6471375
01/03/2021 13.00,0.4028,0.874075,0.1149625,0.8357125,0.874075,0.4186,1,0.65555625
01/03/2021 13.15,0.4631,0.880425,0.1161875,0.8074375,0.880425,0.4028,1,0.66031875
01/03/2021 13.30,0.4621,0.886775,0.1174125,0.7791625,0.886775,0.4631,1,0.66508125
01/03/2021 13.45,0.4308,0.893125,0.1186375,0.7508875,0.893125,0.4621,1,0.66984375
01/03/2021 14.00,0.4115,0.9075,0.1163375,0.714625,0.9075,0.4308,1,0.680625
01/03/2021 14.15,0.3851,0.9085,0.1199125,0.691675,0.9085,0.4115,1,0.681375
01/03/2021 14.30,0.3681,0.9095,0.1234875,0.668725,0.9095,0.3851,1,0.682125
01/03/2021 14.45,0.4261,0.9105,0.1270625,0.645775,0.9105,0.3681,1,0.682875
01/03/2021 15.00,0.453,0.9113125,0.13075,0.6207625,0.9113125,0.4261,1,0.683484375
01/03/2021 15.15,0.4611,0.9124375,0.13425,0.5991875,0.9124375,0.453,1,0.684328125
01/03/2021 15.30,0.4605,0.9135625,0.13775,0.5776125,0.9135625,0.4611,1,0.685171875
01/03/2021 15.45,0.4837,0.9146875,0.14125,0.5560375,0.9146875,0.4605,1,0.686015625
01/03/2021 16.00,0.4522,0.9162625,0.15615,0.543125,0.9162625,0.4837,1,0.687196875
01/03/2021 16.15,0.396,0.9170875,0.15205,0.515775,0.9170875,0.4522,1,0.687815625
01/03/2021 16.30,0.3383,0.9179125,0.14795,0.488425,0.9179125,0.396,1,0.688434375
01/03/2021 16.45,0.3391,0.9187375,0.14385,0.461075,0.9187375,0.3383,1,0.689053125
01/03/2021 17.00,0.3385,0.92485,0.1215625,0.37575,0.92485,0.3391,1,0.6936375
01/03/2021 17.15,0.3526,0.92215,0.1295875,0.38705,0.92215,0.3385,1,0.6916125
01/03/2021 17.30,0.3376,0.91945,0.1376125,0.39835,0.91945,0.3526,1,0.6895875
01/03/2021 17.45,0.3355,0.91675,0.1456375,0.40965,0.91675,0.3376,1,0.6875625
01/03/2021 18.00,0.3726,0.9111625,0.1723375,0.4399625,0.9111625,0.3355,1,0.683371875
01/03/2021 18.15,0.4439,0.9103875,0.1679125,0.4385875,0.9103875,0.3726,1,0.682790625
01/03/2021 18.30,0.3989,0.9096125,0.1634875,0.4372125,0.9096125,0.4439,1,0.682209375
01/03/2021 18.45,0.3106,0.9088375,0.1590625,0.4358375,0.9088375,0.3989,1,0.681628125
01/03/2021 19.00,0.3251,0.9186375,0.1531,0.46075,0.9186375,0.3106,1,0.688978125
01/03/2021 19.15,0.3931,0.9108125,0.1497,0.44185,0.9108125,0.3251,1,0.683109375
01/03/2021 19.30,0.3897,0.9029875,0.1463,0.42295,0.9029875,0.3931,1,0.677240625
01/03/2021 19.45,0.366,0.8951625,0.1429,0.40405,0.8951625,0.3897,1,0.671371875
01/03/2021 20.00,0.2634,0.855425,0.139425,0.3692125,0.855425,0.366,1,0.64156875
01/03/2021 20.15,0.2323,0.868875,0.136075,0.3609375,0.868875,0.2634,1,0.65165625
01/03/2021 20.30,0.2485,0.882325,0.132725,0.3526625,0.882325,0.2323,1,0.66174375
01/03/2021 20.45,0.2885,0.895775,0.129375,0.3443875,0.895775,0.2485,1,0.67183125
01/03/2021 21.00,0.3249,0.923625,0.1307125,0.3284625,0.923625,0.2885,1,0.69271875
01/03/2021 21.15,0.3879,0.927475,0.1242375,0.3252875,0.927475,0.3249,1,0.69560625
01/03/2021 21.30,0.3526,0.931325,0.1177625,0.3221125,0.931325,0.3879,1,0.69849375
01/03/2021 21.45,0.3126,0.935175,0.1112875,0.3189375,0.935175,0.3526,1,0.70138125
01/03/2021 22.00,0.3277,0.945025,0.091725,0.33605,0.945025,0.3126,1,0.70876875
01/03/2021 22.15,0.3426,0.944875,0.093975,0.31935,0.944875,0.3277,1,0.70865625
01/03/2021 22.30,0.3532,0.944725,0.096225,0.30265,0.944725,0.3426,1,0.70854375
01/03/2021 22.45,0.2778,0.944575,0.098475,0.28595,0.944575,0.3532,1,0.70843125
01/03/2021 23.00,0.2605,1,0.0744375,0.1943625,1,0.2778,1,0.75
01/03/2021 23.15,0.289,1,0.0942125,0.2275875,1,0.2605,1,0.75
01/03/2021 23.30,0.2829,0.8801,0.1139875,0.2608125,0.8801,0.289,1,0.660075
01/03/2021 23.45,0.3042,0.7519,0.1337625,0.2940375,0.7519,0.2829,0.939875,0.563925
01/04/2021 00.00,0.3291,0.447,0.1832375,0.3775125,0.447,0.3042,0.55875,0.33525
01/04/2021 00.15,0.2566,0.4366,0.1832125,0.3772375,0.4366,0.3291,0.54575,0.32745
01/04/2021 00.30,0.2731,0.4262,0.1831875,0.3769625,0.4262,0.2566,0.53275,0.31965
01/04/2021 00.45,0.3018,0.4158,0.1831625,0.3766875,0.4158,0.2731,0.51975,0.31185
01/04/2021 01.00,0.3003,0.3791125,0.1787125,0.3617875,0.3791125,0.3018,0.473890625,0.284334375
01/04/2021 01.15,0.2194,0.3862375,0.1816375,0.3712625,0.3862375,0.3003,0.482796875,0.289678125
01/04/2021 01.30,0.2071,0.3933625,0.1845625,0.3807375,0.3933625,0.2194,0.491703125,0.295021875
01/04/2021 01.45,0.211,0.4004875,0.1874875,0.3902125,0.4004875,0.2071,0.500609375,0.300365625
01/04/2021 02.00,0.2409,0.3968125,0.1748125,0.409325,0.3968125,0.211,0.496015625,0.297609375
01/04/2021 02.15,0.2641,0.4111375,0.1881375,0.412375,0.4111375,0.2409,0.513921875,0.308353125
01/04/2021 02.30,0.2135,0.4254625,0.2014625,0.415425,0.4254625,0.2641,0.531828125,0.319096875
01/04/2021 02.45,0.2654,0.4397875,0.2147875,0.418475,0.4397875,0.2135,0.549734375,0.329840625
01/04/2021 03.00,0.3075,0.4583875,0.242325,0.417775,0.4583875,0.2654,0.572984375,0.343790625
01/04/2021 03.15,0.2654,0.4698625,0.246175,0.423325,0.4698625,0.3075,0.587328125,0.352396875
01/04/2021 03.30,0.28,0.4813375,0.250025,0.428875,0.4813375,0.2654,0.601671875,0.361003125
01/04/2021 03.45,0.2541,0.4928125,0.253875,0.434425,0.4928125,0.28,0.616015625,0.369609375
01/04/2021 04.00,0.239,0.52285,0.2640625,0.4451875,0.52285,0.2541,0.6535625,0.3921375
01/04/2021 04.15,0.2261,0.52195,0.2636875,0.4472625,0.52195,0.239,0.6524375,0.3914625
01/04/2021 04.30,0.2341,0.52105,0.2633125,0.4493375,0.52105,0.2261,0.6513125,0.3907875
01/04/2021 04.45,0.2795,0.52015,0.2629375,0.4514125,0.52015,0.2341,0.6501875,0.3901125
01/04/2021 05.00,0.2971,0.5332375,0.2562625,0.4482,0.5332375,0.2795,0.666546875,0.399928125
01/04/2021 05.15,0.3204,0.5230125,0.2600875,0.4538,0.5230125,0.2971,0.653765625,0.392259375
01/04/2021 05.30,0.3727,0.5127875,0.2639125,0.4594,0.5127875,0.3204,0.640984375,0.384590625
01/04/2021 05.45,0.379,0.5025625,0.2677375,0.465,0.5025625,0.3727,0.628203125,0.376921875
01/04/2021 06.00,0.3645,0.488925,0.2681875,0.4724,0.488925,0.379,0.61115625,0.36669375
01/04/2021 06.15,0.328,0.480975,0.2742625,0.4768,0.480975,0.3645,0.60121875,0.36073125
01/04/2021 06.30,0.3187,0.473025,0.2803375,0.4812,0.473025,0.328,0.59128125,0.35476875
01/04/2021 06.45,0.3206,0.465075,0.2864125,0.4856,0.465075,0.3187,0.58134375,0.34880625
01/04/2021 07.00,0.3512,0.453675,0.308425,0.5023375,0.453675,0.3206,0.56709375,0.34025625
01/04/2021 07.15,0.3202,0.448025,0.303875,0.4985125,0.448025,0.3512,0.56003125,0.33601875
01/04/2021 07.30,0.3607,0.442375,0.299325,0.4946875,0.442375,0.3202,0.55296875,0.33178125
01/04/2021 07.45,0.3488,0.436725,0.294775,0.4908625,0.436725,0.3607,0.54590625,0.32754375
01/04/2021 08.00,0.2919,0.4492625,0.3017,0.5051125,0.4492625,0.3488,0.561578125,0.336946875
01/04/2021 08.15,0.292,0.4314875,0.2895,0.4892375,0.4314875,0.2919,0.539359375,0.323615625
01/04/2021 08.30,0.2103,0.4137125,0.2773,0.4733625,0.4137125,0.292,0.517140625,0.310284375
01/04/2021 08.45,0.2321,0.3959375,0.2651,0.4574875,0.3959375,0.2103,0.494921875,0.296953125
01/04/2021 09.00,0.3169,0.3556625,0.2313375,0.4535375,0.3556625,0.2321,0.444578125,0.266746875
01/04/2021 09.15,0.3242,0.3528875,0.2335125,0.4297125,0.3528875,0.3169,0.441109375,0.264665625
01/04/2021 09.30,0.2674,0.3501125,0.2356875,0.4058875,0.3501125,0.3242,0.437640625,0.262584375
01/04/2021 09.45,0.2451,0.3473375,0.2378625,0.3820625,0.3473375,0.2674,0.434171875,0.260503125
01/04/2021 10.00,0.2542,0.33545,0.2426625,0.3419625,0.33545,0.2451,0.4193125,0.2515875
01/04/2021 10.15,0.2591,0.33875,0.2430875,0.3289875,0.33875,0.2542,0.4234375,0.2540625
01/04/2021 10.30,0.281,0.34205,0.2435125,0.3160125,0.34205,0.2591,0.4275625,0.2565375
01/04/2021 10.45,0.2967,0.34535,0.2439375,0.3030375,0.34535,0.281,0.4316875,0.2590125
01/04/2021 11.00,0.3017,0.3396125,0.2359625,0.2673,0.3396125,0.2967,0.424515625,0.254709375
01/04/2021 11.15,0.3085,0.3489375,0.2419875,0.2695,0.3489375,0.3017,0.436171875,0.261703125
01/04/2021 11.30,0.2703,0.3582625,0.2480125,0.2717,0.3582625,0.3085,0.447828125,0.268696875
01/04/2021 11.45,0.3397,0.3675875,0.2540375,0.2739,0.3675875,0.2703,0.459484375,0.275690625
01/04/2021 12.00,0.3267,0.3341625,0.24405,0.2624875,0.3341625,0.3397,0.417703125,0.250621875
01/04/2021 12.15,0.3088,0.3719875,0.26075,0.2737625,0.3719875,0.3267,0.464984375,0.278990625
01/04/2021 12.30,0.3527,0.4098125,0.27745,0.2850375,0.4098125,0.3088,0.512265625,0.307359375
01/04/2021 12.45,0.3298,0.4476375,0.29415,0.2963125,0.4476375,0.3527,0.559546875,0.335728125
01/04/2021 13.00,0.3376,0.5099875,0.3041375,0.3315125,0.5099875,0.3298,0.637484375,0.382490625
01/04/2021 13.15,0.3715,0.5314625,0.3253125,0.3268375,0.5314625,0.3376,0.664328125,0.398596875
01/04/2021 13.30,0.3553,0.5529375,0.3464875,0.3221625,0.5529375,0.3715,0.691171875,0.414703125
01/04/2021 13.45,0.3776,0.5744125,0.3676625,0.3174875,0.5744125,0.3553,0.718015625,0.430809375
