time,Measurement,DA_1,DA_2,DA_3,HA,RT,HA_ub,HA_lb
1/15/2021 10:00,0.0181,0.0071375,0.1298,0.026925,0.0071375,0.0401,0.008921875,0.005353125
1/15/2021 10:15,0.0047,0.0099125,0.129,0.029975,0.0099125,0.0181,0.012390625,0.007434375
1/15/2021 10:30,0.0128,0.0126875,0.1282,0.033025,0.0126875,0.0047,0.015859375,0.009515625
1/15/2021 10:45,0.001,0.0154625,0.1274,0.036075,0.0154625,0.0128,0.019328125,0.011596875
1/15/2021 11:00,0.0101,0.0270875,0.118725,0.04145,0.0270875,0.001,0.033859375,0.020315625
1/15/2021 11:15,0.0166,0.0239625,0.123175,0.04295,0.0239625,0.0101,0.029953125,0.017971875
1/15/2021 11:30,0.0334,0.0208375,0.127625,0.04445,0.0208375,0.0166,0.026046875,0.015628125
1/15/2021 11:45,0.0527,0.0177125,0.132075,0.04595,0.0177125,0.0334,0.022140625,0.013284375
1/15/2021 12:00,0.0217,0.004875,0.1292875,0.0332,0.004875,0.0527,0.00609375,0.00365625
1/15/2021 12:15,0.0177,0.008225,0.1385625,0.0442,0.008225,0.0217,0.01028125,0.00616875
1/15/2021 12:30,0.0536,0.011575,0.1478375,0.0552,0.011575,0.0177,0.01446875,0.00868125
1/15/2021 12:45,0.0431,0.014925,0.1571125,0.0662,0.014925,0.0536,0.01865625,0.01119375
1/15/2021 13:00,0.0454,0.0170375,0.1493625,0.0643,0.0170375,0.0431,0.021296875,0.012778125
1/15/2021 13:15,0.0339,0.0212125,0.1699875,0.0839,0.0212125,0.0454,0.026515625,0.015909375
1/15/2021 13:30,0.0783,0.0253875,0.1906125,0.1035,0.0253875,0.0339,0.031734375,0.019040625
1/15/2021 13:45,0.089,0.0295625,0.2112375,0.1231,0.0295625,0.0783,0.036953125,0.022171875
1/15/2021 14:00,0.0966,0.040675,0.2414625,0.1585625,0.040675,0.089,0.05084375,0.03050625
1/15/2021 14:15,0.08,0.040225,0.2556875,0.1675875,0.040225,0.0966,0.05028125,0.03016875
1/15/2021 14:30,0.1048,0.039775,0.2699125,0.1766125,0.039775,0.08,0.04971875,0.02983125
1/15/2021 14:45,0.1121,0.039325,0.2841375,0.1856375,0.039325,0.1048,0.04915625,0.02949375
1/15/2021 15:00,0.1137,0.03475,0.3193625,0.2167875,0.03475,0.1121,0.0434375,0.0260625
1/15/2021 15:15,0.1372,0.03705,0.3195875,0.2110625,0.03705,0.1137,0.0463125,0.0277875
1/15/2021 15:30,0.1634,0.03935,0.3198125,0.2053375,0.03935,0.1372,0.0491875,0.0295125
1/15/2021 15:45,0.1589,0.04165,0.3200375,0.1996125,0.04165,0.1634,0.0520625,0.0312375
1/15/2021 16:00,0.1738,0.0441375,0.3344375,0.1911875,0.0441375,0.1589,0.055171875,0.033103125
1/15/2021 16:15,0.1931,0.0463125,0.3252125,0.1872625,0.0463125,0.1738,0.057890625,0.034734375
1/15/2021 16:30,0.1973,0.0484875,0.3159875,0.1833375,0.0484875,0.1931,0.060609375,0.036365625
1/15/2021 16:45,0.1504,0.0506625,0.3067625,0.1794125,0.0506625,0.1973,0.063328125,0.037996875
1/15/2021 17:00,0.1282,0.0543,0.2901875,0.161425,0.0543,0.1504,0.067875,0.040725
1/15/2021 17:15,0.0823,0.0555,0.2858625,0.166875,0.0555,0.1282,0.069375,0.041625
1/15/2021 17:30,0.0854,0.0567,0.2815375,0.172325,0.0567,0.0823,0.070875,0.042525
1/15/2021 17:45,0.0967,0.0579,0.2772125,0.177775,0.0579,0.0854,0.072375,0.043425
1/15/2021 18:00,0.1376,0.06675,0.2637375,0.1960875,0.06675,0.0967,0.0834375,0.0500625
1/15/2021 18:15,0.1583,0.06285,0.2655125,0.1929625,0.06285,0.1376,0.0785625,0.0471375
1/15/2021 18:30,0.1014,0.05895,0.2672875,0.1898375,0.05895,0.1583,0.0736875,0.0442125
1/15/2021 18:45,0.1103,0.05505,0.2690625,0.1867125,0.05505,0.1014,0.0688125,0.0412875
1/15/2021 19:00,0.1424,0.0539625,0.294275,0.193675,0.0539625,0.1103,0.067453125,0.040471875
1/15/2021 19:15,0.12,0.0481875,0.280425,0.183825,0.0481875,0.1424,0.060234375,0.036140625
1/15/2021 19:30,0.1093,0.0424125,0.266575,0.173975,0.0424125,0.12,0.053015625,0.031809375
1/15/2021 19:45,0.1221,0.0366375,0.252725,0.164125,0.0366375,0.1093,0.045796875,0.027478125
1/15/2021 20:00,0.1084,0.030525,0.2197125,0.141225,0.030525,0.1221,0.03815625,0.02289375
1/15/2021 20:15,0.0822,0.024975,0.2186375,0.140075,0.024975,0.1084,0.03121875,0.01873125
1/15/2021 20:30,0.0728,0.019425,0.2175625,0.138925,0.019425,0.0822,0.02428125,0.01456875
1/15/2021 20:45,0.0502,0.013875,0.2164875,0.137775,0.013875,0.0728,0.01734375,0.01040625
1/15/2021 21:00,0.0506,0,0.2102375,0.1364375,0,0.0502,0,0
1/15/2021 21:15,0.0575,0,0.2126125,0.1354125,0,0.0506,0,0
1/15/2021 21:30,0.036,0,0.2149875,0.1343875,0,0.0575,0,0
1/15/2021 21:45,0.0215,0,0.2173625,0.1333625,0,0.036,0,0
1/15/2021 22:00,0.0537,0,0.2492125,0.13905,0,0.0215,0,0
1/15/2021 22:15,0.0317,0,0.2319375,0.13355,0,0.0537,0,0
1/15/2021 22:30,0.0179,0,0.2146625,0.12805,0,0.0317,0,0
1/15/2021 22:45,0.0164,0,0.1973875,0.12255,0,0.0179,0,0
1/15/2021 23:00,0.0104,0,0.212025,0.1368875,0,0.0164,0,0
1/15/2021 23:15,0.0304,0,0.173475,0.1181625,0,0.0104,0,0
1/15/2021 23:30,0.0113,0,0.134925,0.0994375,0,0.0304,0,0
1/15/2021 23:45,0.0189,0,0.096375,0.0807125,0,0.0113,0,0
1/16/2021 0:00,0.0244,0,0,0.0415125,0,0.0189,0,0
1/16/2021 0:15,0.042,0,0,0.0364375,0,0.0244,0,0
1/16/2021 0:30,0.0118,0,0,0.0313625,0,0.042,0,0
1/16/2021 0:45,0.021,0,0,0.0262875,0,0.0118,0,0
1/16/2021 1:00,0.0514,0,0,0.0187,0,0.021,0,0
1/16/2021 1:15,0.0449,0,0,0.0153,0,0.0514,0,0
1/16/2021 1:30,0.065,0,0,0.0119,0,0.0449,0,0
1/16/2021 1:45,0.0491,0,0,0.0085,0,0.065,0,0
1/16/2021 2:00,0.0331,0,0,0,0,0.0491,0,0
1/16/2021 2:15,0.0125,0,0,0,0,0.0331,0,0
1/16/2021 2:30,0,0,0,0,0,0.0125,0,0
1/16/2021 2:45,0,0,0,0,0,0,0,0
1/16/2021 3:00,0,0,0,0,0,0,0,0
1/16/2021 3:15,0,0,0,0,0,0,0,0
1/16/2021 3:30,0,0,0,0,0,0,0,0
1/16/2021 3:45,0,0,0,0,0,0,0,0
1/16/2021 4:00,0,0,0,0,0,0,0,0
1/16/2021 4:15,0,0,0,0,0,0,0,0
1/16/2021 4:30,0,0,0,0,0,0,0,0
1/16/2021 4:45,0,0,0,0,0,0,0,0
1/16/2021 5:00,0,0,0,0,0,0,0,0
1/16/2021 5:15,0,0,0,0,0,0,0,0
1/16/2021 5:30,0,0,0,0,0,0,0,0
1/16/2021 5:45,0,0,0,0,0,0,0,0
1/16/2021 6:00,0,0,0,0,0,0,0,0
1/16/2021 6:15,0,0,0,0,0,0,0,0
1/16/2021 6:30,0,0,0,0,0,0,0,0
1/16/2021 6:45,0,0,0,0,0,0,0,0
1/16/2021 7:00,0,0,0,0,0,0,0,0
1/16/2021 7:15,0,0,0,0,0,0,0,0
1/16/2021 7:30,0,0,0,0,0,0,0,0
1/16/2021 7:45,0,0,0,0,0,0,0,0
1/16/2021 8:00,0,0,0,0,0,0,0,0
1/16/2021 8:15,0,0,0,0,0,0,0,0
1/16/2021 8:30,0,0,0,0,0,0,0,0
1/16/2021 8:45,0,0,0,0,0,0,0,0
1/16/2021 9:00,0,0,0,0,0,0,0,0
1/16/2021 9:15,0,0,0,0,0,0,0,0
1/16/2021 9:30,0,0,0,0,0,0,0,0
1/16/2021 9:45,0,0,0,0,0,0,0,0
1/16/2021 10:00,0,0,0,0,0,0,0,0
1/16/2021 10:15,0,0,0,0,0,0,0,0
1/16/2021 10:30,0,0,0,0,0,0,0,0
1/16/2021 10:45,0,0,0,0,0,0,0,0
1/16/2021 11:00,0,0,0,0,0,0,0,0
1/16/2021 11:15,0,0,0,0,0,0,0,0
1/16/2021 11:30,0,0,0,0,0,0,0,0
1/16/2021 11:45,0,0,0,0,0,0,0,0
1/16/2021 12:00,0,0,0,0,0,0,0,0
1/16/2021 12:15,0,0,0,0,0,0,0,0
1/16/2021 12:30,0,0,0,0,0,0,0,0
1/16/2021 12:45,0,0,0,0,0,0,0,0
1/16/2021 13:00,0,0,0,0,0,0,0,0
1/16/2021 13:15,0,0,0,0,0,0,0,0
1/16/2021 13:30,0,0,0,0,0,0,0,0
1/16/2021 13:45,0,0,0,0,0,0,0,0
1/16/2021 14:00,0,0,0,0,0,0,0,0
1/16/2021 14:15,0,0,0,0,0,0,0,0
1/16/2021 14:30,0,0,0,0,0,0,0,0
1/16/2021 14:45,0,0,0,0,0,0,0,0
1/16/2021 15:00,0,0,0,0,0,0,0,0
1/16/2021 15:15,0,0,0,0,0,0,0,0
1/16/2021 15:30,0,0,0,0,0,0,0,0
1/16/2021 15:45,0,0,0,0,0,0,0,0
1/16/2021 16:00,0,0,0,0,0,0,0,0
1/16/2021 16:15,0,0,0,0,0,0,0,0
1/16/2021 16:30,0,0,0,0,0,0,0,0
1/16/2021 16:45,0,0,0,0,0,0,0,0
1/16/2021 17:00,0,0,0,0,0,0,0,0
1/16/2021 17:15,0,0,0,0,0,0,0,0
1/16/2021 17:30,0,0,0,0,0,0,0,0
1/16/2021 17:45,0,0,0,0,0,0,0,0
1/16/2021 18:00,0,0,0,0,0,0,0,0
1/16/2021 18:15,0,0,0,0,0,0,0,0
1/16/2021 18:30,0,0,0,0,0,0,0,0
1/16/2021 18:45,0,0,0,0,0,0,0,0
1/16/2021 19:00,0,0,0,0,0,0,0,0
1/16/2021 19:15,0,0,0,0,0,0,0,0
1/16/2021 19:30,0,0,0,0,0,0,0,0
1/16/2021 19:45,0,0,0,0,0,0,0,0
1/16/2021 20:00,0,0,0,0,0,0,0,0
1/16/2021 20:15,0,0,0,0,0,0,0,0
1/16/2021 20:30,0,0,0,0,0,0,0,0
1/16/2021 20:45,0,0,0,0,0,0,0,0
1/16/2021 21:00,0,0,0,0,0,0,0,0
1/16/2021 21:15,0,0,0,0,0,0,0,0
1/16/2021 21:30,0,0.0024,0,0,0.0024,0,0.003,0.0018
1/16/2021 21:45,0.0012,0.0072,0,0,0.0072,0,0.009,0.0054
1/16/2021 22:00,0.0085,0.0063375,0,0,0.0063375,0.0012,0.007921875,0.004753125
1/16/2021 22:15,0.0211,0.0149125,0,0,0.0149125,0.0085,0.018640625,0.011184375
1/16/2021 22:30,0.0223,0.0234875,0.002075,0,0.0234875,0.0211,0.029359375,0.017615625
1/16/2021 22:45,0.0491,0.0320625,0.006225,0,0.0320625,0.0223,0.040078125,0.024046875
1/16/2021 23:00,0.0877,0.052225,0,0,0.052225,0.0491,0.06528125,0.03916875
1/16/2021 23:15,0.0899,0.053075,0.0029,0,0.053075,0.0877,0.06634375,0.03980625
1/16/2021 23:30,0.0943,0.053925,0.0303,0.0226,0.053925,0.0899,0.06740625,0.04044375
1/16/2021 23:45,0.0996,0.054775,0.0577,0.0678,0.054775,0.0943,0.06846875,0.04108125
1/17/2021 0:00,0.077,0.0483125,0.1159625,0.1656875,0.0483125,0.0996,0.060390625,0.036234375
1/17/2021 0:15,0.0811,0.0540375,0.1227875,0.1757625,0.0540375,0.077,0.067546875,0.040528125
1/17/2021 0:30,0.0757,0.0597625,0.1296125,0.1858375,0.0597625,0.0811,0.074703125,0.044821875
1/17/2021 0:45,0.1029,0.0654875,0.1364375,0.1959125,0.0654875,0.0757,0.081859375,0.049115625
1/17/2021 1:00,0.0875,0.081375,0.150875,0.2214,0.081375,0.1029,0.10171875,0.06103125
1/17/2021 1:15,0.1226,0.080325,0.152625,0.2212,0.080325,0.0875,0.10040625,0.06024375
1/17/2021 1:30,0.1118,0.079275,0.154375,0.221,0.079275,0.1226,0.09909375,0.05945625
1/17/2021 1:45,0.0915,0.078225,0.156125,0.2208,0.078225,0.1118,0.09778125,0.05866875
1/17/2021 2:00,0.0794,0.0684,0.1632375,0.24025,0.0684,0.0915,0.0855,0.0513
1/17/2021 2:15,0.0707,0.0732,0.1614125,0.22695,0.0732,0.0794,0.0915,0.0549
1/17/2021 2:30,0.0674,0.078,0.1595875,0.21365,0.078,0.0707,0.0975,0.0585
1/17/2021 2:45,0.0625,0.0828,0.1577625,0.20035,0.0828,0.0674,0.1035,0.0621
1/17/2021 3:00,0.047,0.0950625,0.157025,0.1822875,0.0950625,0.0625,0.118828125,0.071296875
1/17/2021 3:15,0.0397,0.0948875,0.154475,0.1721625,0.0948875,0.047,0.118609375,0.071165625
1/17/2021 3:30,0.0609,0.0947125,0.151925,0.1620375,0.0947125,0.0397,0.118390625,0.071034375
1/17/2021 3:45,0.0367,0.0945375,0.149375,0.1519125,0.0945375,0.0609,0.118171875,0.070903125
1/17/2021 4:00,0.0407,0.088325,0.1470125,0.1237875,0.088325,0.0367,0.11040625,0.06624375
1/17/2021 4:15,0.0956,0.092175,0.1443375,0.1256625,0.092175,0.0407,0.11521875,0.06913125
1/17/2021 4:30,0.0814,0.096025,0.1416625,0.1275375,0.096025,0.0956,0.12003125,0.07201875
1/17/2021 4:45,0.0803,0.099875,0.1389875,0.1294125,0.099875,0.0814,0.12484375,0.07490625
1/17/2021 5:00,0.1013,0.1137375,0.1237125,0.14205,0.1137375,0.0803,0.142171875,0.085303125
1/17/2021 5:15,0.0983,0.1109125,0.1294375,0.13675,0.1109125,0.1013,0.138640625,0.083184375
1/17/2021 5:30,0.096,0.1080875,0.1351625,0.13145,0.1080875,0.0983,0.135109375,0.081065625
1/17/2021 5:45,0.1011,0.1052625,0.1408875,0.12615,0.1052625,0.096,0.131578125,0.078946875
1/17/2021 6:00,0.0674,0.0990625,0.148675,0.1307875,0.0990625,0.1011,0.123828125,0.074296875
1/17/2021 6:15,0.0567,0.0984875,0.153025,0.1188625,0.0984875,0.0674,0.123109375,0.073865625
1/17/2021 6:30,0.0511,0.0979125,0.157375,0.1069375,0.0979125,0.0567,0.122390625,0.073434375
1/17/2021 6:45,0.0676,0.0973375,0.161725,0.0950125,0.0973375,0.0511,0.121671875,0.073003125
1/17/2021 7:00,0.0945,0.10805,0.18325,0.082975,0.10805,0.0676,0.1350625,0.0810375
1/17/2021 7:15,0.065,0.09995,0.17615,0.071125,0.09995,0.0945,0.1249375,0.0749625
1/17/2021 7:30,0.0596,0.09185,0.16905,0.059275,0.09185,0.065,0.1148125,0.0688875
1/17/2021 7:45,0.046,0.08375,0.16195,0.047425,0.08375,0.0596,0.1046875,0.0628125
1/17/2021 8:00,0.042,0.076925,0.1549625,0.024475,0.076925,0.046,0.09615625,0.05769375
1/17/2021 8:15,0.0423,0.067975,0.1477875,0.020025,0.067975,0.042,0.08496875,0.05098125
1/17/2021 8:30,0.0442,0.059025,0.1406125,0.015575,0.059025,0.0423,0.07378125,0.04426875
1/17/2021 8:45,0.0411,0.050075,0.1334375,0.011125,0.050075,0.0442,0.06259375,0.03755625
1/17/2021 9:00,0.0342,0.03595,0.1297875,0,0.03595,0.0411,0.0449375,0.0269625
1/17/2021 9:15,0.0362,0.03045,0.1202625,0,0.03045,0.0342,0.0380625,0.0228375
1/17/2021 9:30,0.0469,0.02495,0.1107375,0,0.02495,0.0362,0.0311875,0.0187125
1/17/2021 9:45,0.0428,0.01945,0.1012125,0,0.01945,0.0469,0.0243125,0.0145875
1/17/2021 10:00,0.0347,0.0078375,0.093225,0,0.0078375,0.0428,0.009796875,0.005878125
1/17/2021 10:15,0.0402,0.0064125,0.082675,0,0.0064125,0.0347,0.008015625,0.004809375
1/17/2021 10:30,0.0455,0.0049875,0.072125,0,0.0049875,0.0402,0.006234375,0.003740625
1/17/2021 10:45,0.0239,0.0035625,0.061575,0,0.0035625,0.0455,0.004453125,0.002671875
1/17/2021 11:00,0.0091,0,0.0437125,0,0,0.0239,0,0
1/17/2021 11:15,0,0,0.0380375,0,0,0.0091,0,0
1/17/2021 11:30,0,0,0.0323625,0,0,0,0,0
1/17/2021 11:45,0,0,0.0266875,0,0,0,0,0
1/17/2021 12:00,0,0,0.017,0,0,0,0,0
1/17/2021 12:15,0,0,0.014,0,0,0,0,0
1/17/2021 12:30,0,0,0.011,0,0,0,0,0
1/17/2021 12:45,0,0,0.008,0,0,0,0,0
1/17/2021 13:00,0,0,0,0,0,0,0,0
1/17/2021 13:15,0,0,0,0,0,0,0,0
1/17/2021 13:30,0,0,0.0030875,0,0,0,0,0
1/17/2021 13:45,0,0,0.0082625,0,0,0,0,0
1/17/2021 14:00,0,0,0.009125,0,0,0,0,0
1/17/2021 14:15,0,0,0.017175,0,0,0,0,0
1/17/2021 14:30,0,0,0.025225,0,0,0,0,0
1/17/2021 14:45,0,0,0.033275,0,0,0,0,0
1/17/2021 15:00,0,0,0.0436125,0,0,0,0,0
1/17/2021 15:15,0,0,0.0501375,0,0,0,0,0
1/17/2021 15:30,0,0,0.0566625,0,0,0,0,0
1/17/2021 15:45,0,0,0.0631875,0,0,0,0,0
1/17/2021 16:00,0.0088,0,0.04965,0,0,0,0,0
1/17/2021 16:15,0.0177,0,0.06955,0,0,0.0088,0,0
1/17/2021 16:30,0.0311,0.0021375,0.08945,0.0026375,0.0021375,0.0177,0.002671875,0.001603125
1/17/2021 16:45,0.0476,0.0064125,0.10935,0.0079125,0.0064125,0.0311,0.008015625,0.004809375
1/17/2021 17:00,0.0746,0,0.1372,0.002575,0,0.0476,0,0
1/17/2021 17:15,0.073,0.0111,0.1518,0.014925,0.0111,0.0746,0.013875,0.008325
1/17/2021 17:30,0.0522,0.0231,0.1664,0.027275,0.0231,0.073,0.028875,0.017325
1/17/2021 17:45,0.063,0.0351,0.181,0.039625,0.0351,0.0522,0.043875,0.026325
1/17/2021 18:00,0.0147,0.066075,0.2112,0.069225,0.066075,0.063,0.08259375,0.04955625
1/17/2021 18:15,0,0.065425,0.2154,0.070075,0.065425,0.0147,0.08178125,0.04906875
1/17/2021 18:30,0.0052,0.064775,0.2196,0.070925,0.064775,0,0.08096875,0.04858125
1/17/2021 18:45,0.0153,0.064125,0.2238,0.071775,0.064125,0.0052,0.08015625,0.04809375
1/17/2021 19:00,0.0229,0.0702625,0.2467125,0.0800125,0.0702625,0.0153,0.087828125,0.052696875
1/17/2021 19:15,0.0355,0.0650875,0.2384375,0.0759375,0.0650875,0.0229,0.081359375,0.048815625
1/17/2021 19:30,0.0545,0.0599125,0.2301625,0.0718625,0.0599125,0.0355,0.074890625,0.044934375
1/17/2021 19:45,0.0979,0.0547375,0.2218875,0.0677875,0.0547375,0.0545,0.068421875,0.041053125
1/17/2021 20:00,0.08,0.03205,0.1859,0.0516375,0.03205,0.0979,0.0400625,0.0240375
1/17/2021 20:15,0.0736,0.03855,0.1961,0.0556125,0.03855,0.08,0.0481875,0.0289125
1/17/2021 20:30,0.1017,0.04505,0.2063,0.0595875,0.04505,0.0736,0.0563125,0.0337875
1/17/2021 20:45,0.0846,0.05155,0.2165,0.0635625,0.05155,0.1017,0.0644375,0.0386625
1/17/2021 21:00,0.059,0.07185,0.2629625,0.07785,0.07185,0.0846,0.0898125,0.0538875
1/17/2021 21:15,0.0703,0.06915,0.2489875,0.07495,0.06915,0.059,0.0864375,0.0518625
1/17/2021 21:30,0.0527,0.06645,0.2350125,0.07205,0.06645,0.0703,0.0830625,0.0498375
1/17/2021 21:45,0.0604,0.06375,0.2210375,0.06915,0.06375,0.0527,0.0796875,0.0478125
1/17/2021 22:00,0.0425,0.056625,0.1826875,0.0595375,0.056625,0.0604,0.07078125,0.04246875
1/17/2021 22:15,0.0329,0.056875,0.1849625,0.0611125,0.056875,0.0425,0.07109375,0.04265625
1/17/2021 22:30,0.0088,0.057125,0.1872375,0.0626875,0.057125,0.0329,0.07140625,0.04284375
1/17/2021 22:45,0.0115,0.057375,0.1895125,0.0642625,0.057375,0.0088,0.07171875,0.04303125
1/17/2021 23:00,0.0112,0.0128875,0.1989125,0.093775,0.0128875,0.0115,0.016109375,0.009665625
1/17/2021 23:15,0.0073,0.0429625,0.1964375,0.076725,0.0429625,0.0112,0.053703125,0.032221875
1/17/2021 23:30,0.004,0.0730375,0.1939625,0.059675,0.0730375,0.0073,0.091296875,0.054778125
1/17/2021 23:45,0.0136,0.1031125,0.1914875,0.042625,0.1031125,0.004,0.128890625,0.077334375
1/18/2021 0:00,0.0046,0.1808875,0.20075,0,0.1808875,0.0136,0.226109375,0.135665625
1/18/2021 0:15,0.0163,0.1791625,0.19045,0,0.1791625,0.0046,0.223953125,0.134371875
1/18/2021 0:30,0.0199,0.1774375,0.18015,0,0.1774375,0.0163,0.221796875,0.133078125
1/18/2021 0:45,0.016,0.1757125,0.16985,0,0.1757125,0.0199,0.219640625,0.131784375
1/18/2021 1:00,0.0539,0.1801,0.1574875,0,0.1801,0.016,0.225125,0.135075
1/18/2021 1:15,0.0843,0.1743,0.1485625,0,0.1743,0.0539,0.217875,0.130725
1/18/2021 1:30,0.0756,0.1685,0.1396375,0.0010875,0.1685,0.0843,0.210625,0.126375
1/18/2021 1:45,0.0691,0.1627,0.1307125,0.0032625,0.1627,0.0756,0.203375,0.122025
1/18/2021 2:00,0.0423,0.1504125,0.0941125,0,0.1504125,0.0691,0.188015625,0.112809375
1/18/2021 2:15,0.0832,0.1489375,0.1036375,0.0047625,0.1489375,0.0423,0.186171875,0.111703125
1/18/2021 2:30,0.0785,0.1474625,0.1131625,0.0126375,0.1474625,0.0832,0.184328125,0.110596875
1/18/2021 2:45,0.0721,0.1459875,0.1226875,0.0205125,0.1459875,0.0785,0.182484375,0.109490625
1/18/2021 3:00,0.0478,0.135475,0.1273375,0.03165,0.135475,0.0721,0.16934375,0.10160625
1/18/2021 3:15,0.0331,0.140025,0.1401125,0.03735,0.140025,0.0478,0.17503125,0.10501875
1/18/2021 3:30,0.0684,0.144575,0.1528875,0.04305,0.144575,0.0331,0.18071875,0.10843125
1/18/2021 3:45,0.0222,0.149125,0.1656625,0.04875,0.149125,0.0684,0.18640625,0.11184375
1/18/2021 4:00,0.0203,0.1599,0.1971875,0.062325,0.1599,0.0222,0.199875,0.119925
1/18/2021 4:15,0.0822,0.1603,0.1974625,0.062775,0.1603,0.0203,0.200375,0.120225
1/18/2021 4:30,0.058,0.1607,0.1977375,0.063225,0.1607,0.0822,0.200875,0.120525
1/18/2021 4:45,0.0635,0.1611,0.1980125,0.063675,0.1611,0.058,0.201375,0.120825
1/18/2021 5:00,0.072,0.1601875,0.192775,0.048675,0.1601875,0.0635,0.200234375,0.120140625
1/18/2021 5:15,0.0569,0.1614625,0.196725,0.059425,0.1614625,0.072,0.201828125,0.121096875
1/18/2021 5:30,0.0776,0.1627375,0.200675,0.070175,0.1627375,0.0569,0.203421875,0.122053125
1/18/2021 5:45,0.1034,0.1640125,0.204625,0.080925,0.1640125,0.0776,0.205015625,0.123009375
1/18/2021 6:00,0.1059,0.147475,0.1938,0.08875,0.147475,0.1034,0.18434375,0.11060625
1/18/2021 6:15,0.1125,0.160625,0.2076,0.10145,0.160625,0.1059,0.20078125,0.12046875
1/18/2021 6:30,0.1402,0.173775,0.2214,0.11415,0.173775,0.1125,0.21721875,0.13033125
1/18/2021 6:45,0.1134,0.186925,0.2352,0.12685,0.186925,0.1402,0.23365625,0.14019375
1/18/2021 7:00,0.1098,0.21815,0.2613375,0.142625,0.21815,0.1134,0.2726875,0.1636125
1/18/2021 7:15,0.0778,0.21925,0.2669125,0.153275,0.21925,0.1098,0.2740625,0.1644375
1/18/2021 7:30,0.1194,0.22035,0.2724875,0.163925,0.22035,0.0778,0.2754375,0.1652625
1/18/2021 7:45,0.0989,0.22145,0.2780625,0.174575,0.22145,0.1194,0.2768125,0.1660875
1/18/2021 8:00,0.1046,0.235825,0.308575,0.19595,0.235825,0.0989,0.29478125,0.17686875
1/18/2021 8:15,0.1178,0.228075,0.297525,0.19945,0.228075,0.1046,0.28509375,0.17105625
1/18/2021 8:30,0.0891,0.220325,0.286475,0.20295,0.220325,0.1178,0.27540625,0.16524375
1/18/2021 8:45,0.1069,0.212575,0.275425,0.20645,0.212575,0.0891,0.26571875,0.15943125
1/18/2021 9:00,0.1118,0.1897875,0.2259,0.2134,0.1897875,0.1069,0.237234375,0.142340625
1/18/2021 9:15,0.1142,0.1920625,0.2405,0.2146,0.1920625,0.1118,0.240078125,0.144046875
1/18/2021 9:30,0.1113,0.1943375,0.2551,0.2158,0.1943375,0.1142,0.242921875,0.145753125
1/18/2021 9:45,0.1322,0.1966125,0.2697,0.217,0.1966125,0.1113,0.245765625,0.147459375
1/18/2021 10:00,0.1601,0.18685,0.267425,0.20515,0.18685,0.1322,0.2335625,0.1401375
1/18/2021 10:15,0.1547,0.19715,0.293275,0.21505,0.19715,0.1601,0.2464375,0.1478625
1/18/2021 10:30,0.1842,0.20745,0.319125,0.22495,0.20745,0.1547,0.2593125,0.1555875
1/18/2021 10:45,0.2174,0.21775,0.344975,0.23485,0.21775,0.1842,0.2721875,0.1633125
1/18/2021 11:00,0.2112,0.26495,0.4298875,0.278425,0.26495,0.2174,0.3311875,0.1987125
1/18/2021 11:15,0.1656,0.25065,0.4163625,0.265875,0.25065,0.2112,0.3133125,0.1879875
1/18/2021 11:30,0.1542,0.23635,0.4028375,0.253325,0.23635,0.1656,0.2954375,0.1772625
1/18/2021 11:45,0.1421,0.22205,0.3893125,0.240775,0.22205,0.1542,0.2775625,0.1665375
1/18/2021 12:00,0.1238,0.19635,0.3653625,0.2002125,0.19635,0.1421,0.2454375,0.1472625
1/18/2021 12:15,0.121,0.18965,0.3587875,0.2063375,0.18965,0.1238,0.2370625,0.1422375
1/18/2021 12:30,0.1152,0.18295,0.3522125,0.2124625,0.18295,0.121,0.2286875,0.1372125
1/18/2021 12:45,0.135,0.17625,0.3456375,0.2185875,0.17625,0.1152,0.2203125,0.1321875
1/18/2021 13:00,0.1976,0.1436,0.3087625,0.2027375,0.1436,0.135,0.1795,0.1077
1/18/2021 13:15,0.2308,0.1542,0.3223875,0.2235125,0.1542,0.1976,0.19275,0.11565
1/18/2021 13:30,0.2016,0.1648,0.3360125,0.2442875,0.1648,0.2308,0.206,0.1236
1/18/2021 13:45,0.1791,0.1754,0.3496375,0.2650625,0.1754,0.2016,0.21925,0.13155
1/18/2021 14:00,0.2012,0.192,0.38355,0.30275,0.192,0.1791,0.24,0.144
1/18/2021 14:15,0.1613,0.1986,0.38365,0.31225,0.1986,0.2012,0.24825,0.14895
1/18/2021 14:30,0.16,0.2052,0.38375,0.32175,0.2052,0.1613,0.2565,0.1539
1/18/2021 14:45,0.1919,0.2118,0.38385,0.33125,0.2118,0.16,0.26475,0.15885
1/18/2021 15:00,0.1955,0.254025,0.4142875,0.3535,0.254025,0.1919,0.31753125,0.19051875
1/18/2021 15:15,0.2222,0.236875,0.3941625,0.3545,0.236875,0.1955,0.29609375,0.17765625
1/18/2021 15:30,0.194,0.219725,0.3740375,0.3555,0.219725,0.2222,0.27465625,0.16479375
1/18/2021 15:45,0.1968,0.202575,0.3539125,0.3565,0.202575,0.194,0.25321875,0.15193125
1/18/2021 16:00,0.1543,0.15535,0.2982,0.361025,0.15535,0.1968,0.1941875,0.1165125
1/18/2021 16:15,0.1356,0.15825,0.3018,0.359675,0.15825,0.1543,0.1978125,0.1186875
