iteration,timestamp,success,NPV_over_CAPEX,clearance,sp,p_rated,Nwt,wind_MW_per_km2,solar_MW,surface_tilt,surface_azimuth,time_sec
0,112765.5854596,1,0.9440565150361704,105.179940051066,214.52808897666014,14.036863423480156,43.94117471615255,9.586848558484917,125.29927978086657,80.52059447254955,193.79029206631216,0.0
1,112781.8772999,1,0.8306101306512265,12.199043684659884,265.22621807375316,10.686131312623836,16.626051771436074,1.5677981263199667,94.12487282092806,30.459472843242633,179.85483209940432,16.291840300007607
2,112798.676428,1,0.8220974221209756,109.1512456005126,222.74207664336743,19.190771509423648,13.72342990092449,6.21065607001162,179.76314653212785,32.102706484150595,158.0985439531355,33.090968400007114
3,112816.7167523,1,-0.6376815998207733,20.737813923499573,312.34326643589793,17.652394491579223,13.894166975435676,5.758481752568411,42.14154144660195,45.66755080354097,163.19730178007592,51.131292699996266
4,112834.0177847,1,-0.49379789673496544,11.310779545662804,242.69476775366493,10.65389077719522,45.116047216664114,4.5663754868981234,142.73914214118201,18.16274328214422,168.00268521151682,68.43232510000234
5,112849.9548626,1,0.9404389077242141,94.07279828078896,227.22512313023302,8.475788847249568,25.07240148873607,6.296578464133883,46.16899248797914,9.587106695660964,171.6098334582104,84.36940300000424
6,112867.855877,1,-0.607714010598671,65.5415624656254,356.811450248293,5.254132812389906,22.384983037556168,7.6937674410246215,194.04355661740524,75.21106023275675,202.51075101670335,102.2704173999955
7,112885.5011832,1,-0.8118093154755233,116.16791021510501,358.47357966475295,7.666970529130372,24.86857429476683,6.4486159385431465,110.44191631924942,10.981981678019409,177.16135143395437,119.91572360000282
8,112907.3195382,1,-0.7134867919159422,58.34320028568125,314.47830430093666,10.906293855957097,15.148384252873655,5.01599250735759,153.27397063957352,55.03665105692941,171.84588737603946,141.7340785999986
9,112925.1067576,1,-0.6355217549063817,20.266924855499973,320.90099048638615,15.577561658133611,15.324547473973775,7.6955594396453195,31.13648898322039,81.7966119735591,205.65479944959833,159.52129800000694
10,112941.7748887,1,-0.5935103562094448,34.60349708465841,287.5741749042072,10.538806297642722,43.27171399770134,6.626009370992276,163.15647894290177,76.11449636397406,172.19833346244528,176.18942910000624
