Datetime,AT,BE,DK,ES,FI,FR,GB,GB-NIR,IE,IT,NL,NO,PT,SE
2018-08-11 15:30:00+00:00,0.5992063492063492,0.6682443092179401,,,,,0.5972406522094778,0.5075987841945289,0.6602929210740439,,0.5900116144018583,,,
2018-08-11 15:45:00+00:00,0.5948689553340716,0.669296070918789,,,,,,,,,0.5968218773096822,,,
2018-08-11 16:00:00+00:00,0.6015134736064969,0.6671925475170911,0.6367325335215244,0.7274469810532525,0.6071682548712843,0.4234326715489142,0.6132914038499991,0.5282674772036474,0.6737184703010578,0.6486682439136076,0.6017316017316018,0.485399037663846,0.6260749914000688,0.46080277129301905
2018-08-11 16:15:00+00:00,0.5834256183093393,0.6683194350537149,,,,,,,,,0.60194277267448,,,
2018-08-11 16:30:00+00:00,0.57281284606866,0.6677184283675156,,,,,0.6189809681348045,0.5428571428571428,0.694060211554109,,0.6041072748389822,,,
2018-08-11 16:45:00+00:00,0.5684754521963824,0.6732777402148599,,,,,,,,,0.6058494351177278,,,
2018-08-11 17:00:00+00:00,0.5537098560354374,0.6708737134700623,0.5890966831333804,0.7209102302607328,0.5997013227136965,0.42881937095203826,0.6172541035755185,0.5398176291793313,0.69446704637917,0.661203541173777,0.6065885334178017,0.49029367844698857,0.6321522761151244,0.4560960915731606
2018-08-11 17:15:00+00:00,0.550203026947213,0.6626849973705957,,,,,,,,,0.6092809629394995,,,
2018-08-11 17:30:00+00:00,0.5470653377630121,0.6622342423559462,,,,,0.6127097231563449,0.5319148936170213,0.6779902359641985,,0.612131770668356,,,
2018-08-11 17:45:00+00:00,0.5434662236987818,0.6580271955525505,,,,,,,,,0.6142434800971386,,,
2018-08-11 18:00:00+00:00,0.548265042451089,0.6530688903914056,0.5571630204657727,0.7242769026613914,0.5871853221447874,0.41763323879270203,0.606747496046389,0.5246200607902736,0.6775834011391375,0.6720979928260704,0.6148769929257735,0.4801310768209723,0.6472881550280931,0.45033511559605394
2018-08-11 18:15:00+00:00,0.5500184569952011,0.6387949815941703,,,,,,,,,0.613346003589906,,,
2018-08-11 18:30:00+00:00,0.5529715762273901,0.6338366764330253,,,,,0.5994583098540345,0.5124620060790274,0.6637510170870626,,0.6111815014254038,,,
2018-08-11 18:45:00+00:00,0.5530638612033961,0.6361655773420479,,,,,,,,,0.6098088902966952,,,
2018-08-11 19:00:00+00:00,0.5454964931709118,0.6361655773420479,0.5405786873676782,0.7502273118226722,0.6038259138102688,0.42452271091732635,0.593059822223838,0.5045592705167173,0.6417819365337672,0.6597153323666336,0.6098088902966952,0.47440683590509375,0.6603600504529297,0.4459673168160253
2018-08-11 19:15:00+00:00,0.5390365448504983,0.6404477499812186,,,,,,,,,0.6180445570689473,,,
2018-08-11 19:30:00+00:00,0.5307308970099668,0.6526181353767561,,,,,0.5913147801428753,0.4972644376899696,0.6324247355573637,,0.6276000422341885,,,
2018-08-11 19:45:00+00:00,0.5270394979697305,0.6476598302156111,,,,,,,,,0.6274944567627494,,,
2018-08-11 20:00:00+00:00,0.5342377260981912,0.6482608369018106,0.5097035991531405,0.7341066031012705,0.5837007538045798,0.44575202133513947,0.5836620435169869,0.5027355623100304,0.6330349877949553,0.6111005113332825,0.6208425720620843,0.47017587522814003,0.6706799678935902,0.4246178176067475
2018-08-11 20:15:00+00:00,0.525655223329642,0.6482608369018106,,,,,,,,,0.6193115827262169,,,
