Datetime,AT,BE,DE,DK,ES,FR,GB,NL,PT
2018-05-02 14:00:00+00:00,0.4668901927912825,0.4416179673297104,0.3132856379025773,0.4453377344205326,0.4743290603038861,0.482718956232839,0.4225351507903963,0.4830951699065746,0.23492115187383544
2018-05-02 14:15:00+00:00,0.443419949706622,,0.29313946219723197,,,,,0.44286471889729,
2018-05-02 14:30:00+00:00,0.4191114836546521,,0.2723744619821662,,,,0.4077244787764154,0.4026342678880052,
2018-05-02 14:45:00+00:00,0.393964794635373,,0.2508760401259501,,,,,0.3620740590835624,
2018-05-02 15:00:00+00:00,0.3621123218776193,0.3128531680643443,0.22846084121829624,0.3091518647428251,0.377175535268264,0.3873473302221567,0.4077244787764154,0.3218436080742777,0.21356468352166855
2018-05-02 15:15:00+00:00,0.3294216261525566,,0.20567893149006727,,,,,0.2895273441487867,
2018-05-02 15:30:00+00:00,0.297569153394803,,0.1826219886464069,,,,0.35663157849538085,0.2572110802232957,
2018-05-02 15:45:00+00:00,0.2640402347024308,,0.15890038244045426,,,,,0.22456505850264666,
2018-05-02 16:00:00+00:00,0.2305113160100587,0.17794130551746573,0.13540797049736095,0.17296599506511756,0.27170305396047845,0.275725231623062,0.35663157849538085,0.19224879457715566,0.14128125217587306
2018-05-02 16:15:00+00:00,0.1969823973176865,,0.11358867667314168,,,,,0.16916574891609065,
2018-05-02 16:30:00+00:00,0.16345347862531434,,0.09268615990036017,,,,0.27333134383473706,0.14575294545986758,
2018-05-02 16:45:00+00:00,0.12992455993294216,,0.07272333960530236,,,,,0.12266989979880255,
2018-05-02 17:00:00+00:00,0.0972338642078793,0.06438239963268305,0.05468575111826393,0.06461373378869335,0.1660820198621186,0.14745305865059402,0.27333134383473706,0.0992570963425795,0.08871148392438541
2018-05-02 17:15:00+00:00,0.07376362112321877,,0.039146380096393464,,,,,0.08474775335562436,
2018-05-02 17:30:00+00:00,0.05113160100586756,,0.026838648180841185,,,,0.1738098969683047,0.07023841036866921,
2018-05-02 17:45:00+00:00,0.02933780385582565,,0.01661658405730987,,,,,0.05572906738171407,
2018-05-02 18:00:00+00:00,0.020955574182732608,0.013588245148606471,0.009121931661805971,0.00894651698612677,0.07264231459085509,0.04395619634570554,0.1738098969683047,0.041219724394758926,0.02792768938360281
2018-05-02 18:15:00+00:00,0.014249790444258172,,0.004285932715471649,,,,,0.032646021720649065,
2018-05-02 18:30:00+00:00,0.007544006705783738,,0.001421004429728568,,,,0.0749937201977762,0.023742561251381144,
2018-05-02 18:45:00+00:00,0.0,,0.0003437913942891697,,,,,0.015168858577271285,
2018-05-02 19:00:00+00:00,0.0,0.0,2.291942628594465e-05,0.0,0.02287712974844925,0.0006660029749349324,0.0749937201977762,0.006265398108003357,0.0016428052578589892
