Datetime,AT,BE,DE,DK,ES,FR,GB,IT,NL,PT
2018-01-03 08:30:00+00:00,0.041072925398155914,,0.019874971606269342,,,,0.0021641908221180085,,0.017750928778495052,0.023622282513381568
2018-01-03 08:45:00+00:00,0.04945515507124895,,0.023938714331875523,,,,,,0.026240503411688338,0.05586583601704839
2018-01-03 09:00:00+00:00,0.05699916177703269,0.07478142205683444,0.027395231132965842,0.01297320056650098,0.1255549016379278,0.1146945919301619,0.031901775822332126,0.2567334287141677,0.035115967800935864,0.0839711794453783
2018-01-03 09:15:00+00:00,0.06538139145012574,,0.031575748074825084,,,,,,0.034730078044881624,0.09948946722789173
2018-01-03 09:30:00+00:00,0.07376362112321877,,0.036129942508694085,,,,0.06492572466354025,,0.033958298532773136,0.1198356667649649
2018-01-03 09:45:00+00:00,0.08130762782900251,,0.03982000774229049,,,,,,0.0335724087767189,0.13087089363253004
2018-01-03 10:00:00+00:00,0.09220452640402348,0.0683522500247989,0.044350847332908894,0.028940216648348345,0.211985467812852,0.16681582811713705,0.0985909152298204,0.27395397329946697,0.03280062926461042,0.1381127612643696
2018-01-03 10:15:00+00:00,0.10310142497904444,,0.054907236482184735,,,,,,0.0335724087767189,0.15932108790047134
2018-01-03 10:30:00+00:00,0.11399832355406538,,0.05684568847198539,,,,0.1282483450144005,,0.03434418828882738,0.15483802698552301
2018-01-03 10:45:00+00:00,0.12405699916177705,,0.06289459287389344,,,,,,0.035115967800935864,0.16932176224920226
2018-01-03 11:00:00+00:00,0.12405699916177705,0.07342791215535327,0.06728530340500817,0.03891960169950295,0.2576553194749893,0.20277111939050493,0.13706541873414052,0.2300644437369342,0.035887747313044345,0.17035631476803645
2018-01-03 11:15:00+00:00,0.12405699916177705,,0.0687099488432954,,,,,,0.03974664487358675,0.1827709449940472
2018-01-03 11:30:00+00:00,0.12489522212908635,,0.07048491693034177,,,,0.14908870107924058,,0.043219652678074906,0.189323110946664
2018-01-03 11:45:00+00:00,0.12489522212908635,,0.06702840012925146,,,,,,0.04669266048256307,0.1932888956021952
2018-01-03 12:00:00+00:00,0.11399832355406538,0.05312526363313578,0.06565046437746545,0.05189280226600393,0.2612256010381531,0.19050729911121667,0.16111198342434066,0.19958560376295306,0.050165668287051234,0.18725400590899552
2018-01-03 12:15:00+00:00,0.10142497904442582,,0.06492646423669654,,,,,,0.04900799901888851,0.20622080208762306
2018-01-03 12:30:00+00:00,0.08801341156747695,,0.06359523817141176,,,,0.16111198342434066,,0.04823621950678003,0.18432277377229853
2018-01-03 12:45:00+00:00,0.07544006705783739,,0.060021947154068375,,,,,,0.04707855023861731,0.16121776751833408
