iteration,timestamp,success,NPV_over_CAPEX,clearance,sp,p_rated,Nwt,wind_MW_per_km2,solar_MW,surface_tilt,surface_azimuth,time_sec
0,15024.2348781,1,0.7316836268234375,10.0,200.0,5.0,5.0,1.0,30.0,28.23529411764706,191.1764705882353,0.0
1,15049.3115842,1,0.7254391330702569,27.0,250.0,9.0,15.0,2.6588235294117646,108.66666666666666,62.117647058823536,202.70588235294116,25.076706100000592
2,15068.0218492,1,-0.5618681907965817,44.0,290.0,6.0,18.0,5.482352941176471,43.33333333333333,79.76470588235294,206.23529411764707,43.7869711000003
3,15083.0632494,1,-0.4228597282977771,40.0,348.0,13.0,9.0,8.552941176470588,89.33333333333333,66.70588235294117,150.7058823529412,58.82837130000007
4,15098.3051549,1,-0.7098849722759732,42.0,299.0,13.0,16.0,8.341176470588234,143.33333333333331,27.529411764705884,179.1764705882353,74.07027679999919
5,15113.5450732,1,-0.7161598263870464,40.0,333.0,19.0,17.0,6.117647058823529,168.0,35.64705882352941,157.05882352941177,89.31019510000078
6,15128.3213461,1,0.6795443877300766,12.0,323.0,18.0,8.0,2.2705882352941176,148.0,72.3529411764706,194.47058823529412,104.08646799999951
7,15143.9729891,1,-0.4902726709992336,47.0,284.0,20.0,6.0,8.2,52.666666666666664,6.352941176470589,163.41176470588235,119.73811100000057
8,15159.4931775,1,-0.7223747012637757,44.0,281.0,13.0,16.0,8.341176470588234,58.0,27.529411764705884,179.1764705882353,135.2582994000004
9,15175.5157467,1,-0.5430672941732352,42.0,306.0,6.0,18.0,5.482352941176471,43.33333333333333,80.11764705882354,206.23529411764707,151.28086860000076
10,15190.7733987,1,0.6795443877300766,12.0,323.0,18.0,8.0,2.2705882352941176,148.0,72.3529411764706,194.47058823529412,166.53852059999917
11,15205.484787,1,0.8610949980644331,42.0,205.0,19.0,17.0,6.117647058823529,168.0,35.64705882352941,157.05882352941177,181.24990889999935
12,15221.6727468,1,-0.48006307829181016,43.0,284.0,20.0,6.0,8.2,52.666666666666664,6.352941176470589,163.41176470588235,197.43786870000076
13,15238.2842485,1,-0.5618681907965817,44.0,290.0,6.0,18.0,5.482352941176471,43.33333333333333,79.76470588235294,206.23529411764707,214.04937040000004
