iteration,timestamp,success,NPV_over_CAPEX,clearance,sp,p_rated,Nwt,wind_MW_per_km2,solar_MW,surface_tilt,surface_azimuth,time_sec
0,11047.7875865,1,0.7316836268234375,10.0,200.0,5.0,5.0,1.0,30.0,28.23529411764706,191.1764705882353,0.0
1,11071.7584322,1,0.7316836268234375,10.0,200.0,5.0,5.0,1.0,30.0,28.23529411764706,191.1764705882353,23.9708456999997
2,11098.9235456,1,0.7262788521827817,10.0,200.0,5.0,5.0,2.1294117647058823,30.0,28.23529411764706,191.1764705882353,51.135959100000036
3,11123.9856166,1,0.7262788521827817,10.0,200.0,5.0,5.0,2.1294117647058823,30.0,28.23529411764706,191.1764705882353,76.19803010000032
