Iteration,Eval,New simulations,Time [min],NPV_over_CAPEX,clearance [m],sp [W/m2],p_rated [MW],Nwt,wind_MW_per_km2 [MW/km2],solar_MW [MW],surface_tilt [deg],surface_azimuth [deg],DC_AC_ratio,b_P [MW],b_E_h [h],cost_of_battery_P_fluct_in_peak_price_ratio
10,199,21,3.21,-0.949422704,86.47540646,327.1360271,10.406375,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
10,200,21,3.21,-0.925617165,86.47540646,335.468,9.625252538,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
10,201,21,3.21,-0.927760822,86.47540646,335.468,10.406375,27.04378222,9.400375,30,24.20325,210,1.479,20,4,8.75
10,202,21,3.21,-0.950385449,86.47540646,335.468,10.406375,29.3871496,8.931701523,30,24.20325,210,1.479,20,4,8.75
10,203,21,3.21,-0.945306372,86.47540646,335.468,10.406375,29.3871496,9.400375,30,19.51651523,210,1.479,20,4,8.75
10,204,21,3.21,-0.946973598,86.47540646,335.468,10.406375,29.3871496,9.400375,30,24.20325,206.8755102,1.479,20,4,8.75
10,205,21,3.21,-0.947196626,86.47540646,335.468,10.406375,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
10,206,21,3.21,-0.948772295,86.47540646,335.468,10.406375,29.3871496,9.400375,30,28.88998477,210,1.479,20,4,8.75
10,207,21,3.21,-0.946657593,86.47540646,335.468,10.406375,29.3871496,9.400375,38.85272123,24.20325,210,1.479,20,4,8.75
10,208,21,3.21,-0.944281393,86.47540646,335.468,10.406375,29.3871496,9.869048477,30,24.20325,210,1.479,20,4,8.75
10,209,21,3.21,-0.945447983,86.47540646,335.468,10.406375,31.73051699,9.400375,30,24.20325,210,1.479,20,4,8.75
10,210,21,3.21,-0.946909684,86.47540646,335.468,11.18749746,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
10,211,21,3.21,-0.943384203,86.47540646,343.7999729,10.406375,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
10,212,21,3.21,-0.961150747,92.20363784,335.468,10.406375,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
10,213,21,3.21,-0.931519399,92.42025,357.82,8.970875,36.501125,9.639775,49.69875,28.05975,189.2085,1.479,20,4,8.75
10,214,21,3.21,-0.93150244,93.94375,356.42,8.621375,35.153375,9.462025,47.53975,79.37325,207.8655,1.479,20,4,8.75
11,212,21,3.68,-0.715632852,10,335.468,10.406375,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
11,213,21,3.68,-0.672642796,10.77275,357.028,7.667375,47.154875,9.916075,152.52325,51.95925,185.5305,1.479,20,4,8.75
11,214,21,3.68,-0.649720871,15.06825,357.956,9.247625,46.376375,9.710875,132.66725,29.79675,202.3455,1.479,20,4,8.75
11,215,21,3.68,-0.724663368,34.87375,288.78,8.666375,27.393125,9.974125,176.04275,89.37225,199.8105,1.479,20,4,8.75
11,216,21,3.68,-0.539071731,52.45725,358.98,5.062625,33.607625,9.622675,195.32075,81.46575,160.8855,1.479,20,4,8.75
11,217,21,3.68,-0.690171457,79.97925,357.052,9.297125,49.976375,9.709975,85.44975,78.51375,175.5555,1.479,20,4,8.75
11,218,21,3.68,0.964748237,92.20363784,200,10.406375,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
11,219,21,3.68,-0.635818918,92.20363784,335.468,5,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
11,220,21,3.68,-0.275305299,92.20363784,335.468,10.406375,5,9.400375,30,24.20325,210,1.479,20,4,8.75
11,221,21,3.68,0.983532372,92.20363784,335.468,10.406375,29.3871496,1,30,24.20325,210,1.479,20,4,8.75
11,222,21,3.68,-0.948094184,92.20363784,335.468,10.406375,29.3871496,9.400375,30,0,210,1.479,20,4,8.75
11,223,21,3.68,-0.951335779,92.20363784,335.468,10.406375,29.3871496,9.400375,30,24.20325,150,1.479,20,4,8.75
11,224,21,3.68,-0.961150747,92.20363784,335.468,10.406375,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
11,225,21,3.68,-0.955854987,92.20363784,335.468,10.406375,29.3871496,9.400375,30,90,210,1.479,20,4,8.75
11,226,21,3.68,-0.930559313,92.20363784,335.468,10.406375,29.3871496,9.400375,200,24.20325,210,1.479,20,4,8.75
11,227,21,3.68,-0.957445471,92.20363784,335.468,10.406375,29.3871496,10,30,24.20325,210,1.479,20,4,8.75
11,228,21,3.68,-0.614327475,92.20363784,335.468,10.406375,50,9.400375,30,24.20325,210,1.479,20,4,8.75
11,229,21,3.68,1.03657706,92.20363784,335.468,20,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
11,230,21,3.68,-0.947934884,92.20363784,360,10.406375,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
11,231,21,3.68,-0.849629422,96.81475,351.756,8.613875,24.517625,9.673525,97.02675,67.84875,199.2915,1.479,20,4,8.75
11,232,21,3.68,0.999644311,120,335.468,10.406375,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
12,231,21,3.97,-0.725210542,32.07425,358.492,9.154625,40.119125,9.943525,68.51775,4.34475,150.7785,1.479,20,4,8.75
12,232,21,3.97,-0.668869902,34.89025,350.284,6.603875,47.368625,9.913375,192.27775,87.34275,151.6815,1.479,20,4,8.75
12,233,21,3.97,-0.675877534,37.42575,273.828,15.456875,23.824625,9.928675,198.39775,31.71825,191.8785,1.479,20,4,8.75
12,234,21,3.97,-0.808873888,42.63975,320.244,6.324125,49.380125,9.489025,42.75425,87.81525,151.8735,1.479,20,4,8.75
12,235,21,3.97,-0.780402411,47.91975,231.332,10.762625,27.480875,9.565075,180.30975,49.00725,177.5745,1.479,20,4,8.75
12,236,21,3.97,-0.77863159,81.83825,359.396,6.116375,43.874375,9.957925,182.46025,22.46625,175.2435,1.479,20,4,8.75
12,237,21,3.97,-0.937027964,82.73770469,335.468,10.406375,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
12,238,21,3.97,-0.962658012,92.20363784,321.69937,10.406375,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
12,239,21,3.97,-0.92120238,92.20363784,335.468,9.115565933,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
12,240,21,3.97,-0.926094158,92.20363784,335.468,10.406375,25.5147224,9.400375,30,24.20325,210,1.479,20,4,8.75
12,241,21,3.97,-0.967942536,92.20363784,335.468,10.406375,29.3871496,8.62588956,30,24.20325,210,1.479,20,4,8.75
12,242,21,3.97,-0.957861703,92.20363784,335.468,10.406375,29.3871496,9.400375,30,16.4583956,210,1.479,20,4,8.75
12,243,21,3.97,-0.960730564,92.20363784,335.468,10.406375,29.3871496,9.400375,30,24.20325,204.8367637,1.479,20,4,8.75
12,244,21,3.97,-0.961150747,92.20363784,335.468,10.406375,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
12,245,21,3.97,-0.963547188,92.20363784,335.468,10.406375,29.3871496,9.400375,30,31.9481044,210,1.479,20,4,8.75
12,246,21,3.97,-0.959878374,92.20363784,335.468,10.406375,29.3871496,9.400375,44.62916942,24.20325,210,1.479,20,4,8.75
12,247,21,3.97,-0.957445471,92.20363784,335.468,10.406375,29.3871496,10,30,24.20325,210,1.479,20,4,8.75
12,248,21,3.97,-0.941200033,92.20363784,335.468,10.406375,33.2595768,9.400375,30,24.20325,210,1.479,20,4,8.75
12,249,21,3.97,-0.943440955,92.20363784,335.468,11.69718407,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
12,250,21,3.97,-0.955200983,92.20363784,349.23663,10.406375,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
12,251,21,3.97,1.004317996,101.669571,335.468,10.406375,29.3871496,9.400375,30,24.20325,210,1.479,20,4,8.75
13,249,21,4.19,-0.72369411,10,335.468,10.406375,29.3871496,8.62588956,30,24.20325,210,1.479,20,4,8.75
13,250,21,4.19,-0.813599915,61.30125,257.708,6.897875,32.588375,9.743275,120.46975,46.95075,196.3905,1.479,20,4,8.75
13,251,21,4.19,-0.885721643,68.61625,308.332,9.253625,30.534125,9.342325,146.79425,37.32075,201.0825,1.479,20,4,8.75
13,252,21,4.19,-0.83318828,69.94175,348.06,9.802625,27.186125,8.942275,64.74375,47.26575,156.7965,1.479,20,4,8.75
13,253,21,4.19,-0.773052122,69.95825,348.172,7.557125,32.061875,9.898975,110.80525,73.59525,181.5555,1.479,20,4,8.75
13,254,21,4.19,-0.738014582,70.07925,306.26,7.227875,32.311625,9.417475,138.22625,87.73425,164.9865,1.479,20,4,8.75
13,255,21,4.19,-0.896080915,75.15025,313.028,8.970875,30.230375,9.465175,134.01875,46.74375,198.1185,1.479,20,4,8.75
13,256,21,4.19,0.964606251,92.20363784,200,10.406375,29.3871496,8.62588956,30,24.20325,210,1.479,20,4,8.75
13,257,21,4.19,-0.642639941,92.20363784,335.468,5,29.3871496,8.62588956,30,24.20325,210,1.479,20,4,8.75
13,258,21,4.19,-0.280539042,92.20363784,335.468,10.406375,5,8.62588956,30,24.20325,210,1.479,20,4,8.75
13,259,21,4.19,0.983532372,92.20363784,335.468,10.406375,29.3871496,1,30,24.20325,210,1.479,20,4,8.75
13,260,21,4.19,-0.954900298,92.20363784,335.468,10.406375,29.3871496,8.62588956,30,0,210,1.479,20,4,8.75
13,261,21,4.19,-0.958147362,92.20363784,335.468,10.406375,29.3871496,8.62588956,30,24.20325,150,1.479,20,4,8.75
13,262,21,4.19,-0.967942176,92.20363784,335.468,10.406375,29.3871496,8.62588956,30,24.20325,210,1.479,20,4,8.75
13,263,21,4.19,-0.962663031,92.20363784,335.468,10.406375,29.3871496,8.62588956,30,90,210,1.479,20,4,8.75
13,264,21,4.19,-0.936539443,92.20363784,335.468,10.406375,29.3871496,8.62588956,200,24.20325,210,1.479,20,4,8.75
13,265,21,4.19,-0.957445471,92.20363784,335.468,10.406375,29.3871496,10,30,24.20325,210,1.479,20,4,8.75
13,266,21,4.19,-0.617838765,92.20363784,335.468,10.406375,50,8.62588956,30,24.20325,210,1.479,20,4,8.75
13,267,21,4.19,1.036204206,92.20363784,335.468,20,29.3871496,8.62588956,30,24.20325,210,1.479,20,4,8.75
13,268,21,4.19,-0.955978839,92.20363784,360,10.406375,29.3871496,8.62588956,30,24.20325,210,1.479,20,4,8.75
13,269,21,4.19,0.999376527,120,335.468,10.406375,29.3871496,8.62588956,30,24.20325,210,1.479,20,4,8.75
14,267,21,5.23,-0.655324304,39.20225,359.908,5.676875,29.413625,8.867575,91.49325,39.80025,201.4395,1.479,20,4,8.75
14,268,21,5.23,-0.661038378,39.61475,335.98,7.194875,28.416875,9.934075,188.59725,10.72575,164.2365,1.479,20,4,8.75
14,269,21,5.23,-0.611470066,39.65875,355.708,5.862875,28.106375,9.250525,32.47775,42.87825,181.2525,1.479,20,4,8.75
14,270,21,5.23,-0.603072722,40.13725,355.612,5.675375,21.081875,9.189325,180.81975,36.59175,195.6135,1.479,20,4,8.75
14,271,21,5.23,-0.58822591,42.87075,345.212,5.334125,31.051625,9.981775,93.15075,85.55625,176.8095,1.479,20,4,8.75
14,272,21,5.23,-0.801613968,46.69875,290.34,8.017625,39.448625,9.926875,104.85525,86.75775,181.3095,1.479,20,4,8.75
14,273,21,5.23,-0.901564518,69.59418481,335.468,10.406375,29.3871496,8.62588956,30,24.20325,210,1.479,20,4,8.75
14,274,21,5.23,-0.965141589,92.20363784,302.5815229,10.406375,29.3871496,8.62588956,30,24.20325,210,1.479,20,4,8.75
14,275,21,5.23,-0.839720986,92.20363784,335.468,7.323267768,29.3871496,8.62588956,30,24.20325,210,1.479,20,4,8.75
14,276,21,5.23,-0.86161899,92.20363784,335.468,10.406375,20.13782791,8.62588956,30,24.20325,210,1.479,20,4,8.75
14,277,21,5.23,-0.986808792,92.20363784,335.468,10.406375,29.3871496,6.776025221,30,24.20325,210,1.479,20,4,8.75
14,278,21,5.23,-0.958614699,92.20363784,335.468,10.406375,29.3871496,8.62588956,30,5.70460661,210,1.479,20,4,8.75
14,279,21,5.23,-0.966768731,92.20363784,335.468,10.406375,29.3871496,8.62588956,30,24.20325,197.6675711,1.479,20,4,8.75
14,280,21,5.23,-0.967942176,92.20363784,335.468,10.406375,29.3871496,8.62588956,30,24.20325,210,1.479,20,4,8.75
14,281,21,5.23,-0.972094819,92.20363784,335.468,10.406375,29.3871496,8.62588956,30,42.70189339,210,1.479,20,4,8.75
14,282,21,5.23,-0.963925023,92.20363784,335.468,10.406375,29.3871496,8.62588956,64.94188196,24.20325,210,1.479,20,4,8.75
14,283,21,5.23,-0.957445471,92.20363784,335.468,10.406375,29.3871496,10,30,24.20325,210,1.479,20,4,8.75
14,284,21,5.23,-0.847940011,92.20363784,335.468,10.406375,38.6364713,8.62588956,30,24.20325,210,1.479,20,4,8.75
14,285,21,5.23,1.022028214,92.20363784,335.468,13.48948223,29.3871496,8.62588956,30,24.20325,210,1.479,20,4,8.75
14,286,21,5.23,-0.955978839,92.20363784,360,10.406375,29.3871496,8.62588956,30,24.20325,210,1.479,20,4,8.75
14,287,21,5.23,1.000701643,114.8130909,335.468,10.406375,29.3871496,8.62588956,30,24.20325,210,1.479,20,4,8.75
15,285,21,5.64,-0.746682174,10,335.468,10.406375,29.3871496,6.776025221,30,24.20325,210,1.479,20,4,8.75
15,286,21,5.64,-0.620482405,22.44375,359.068,8.886125,27.924125,9.917425,162.24725,78.34725,160.7475,1.479,20,4,8.75
15,287,21,5.64,-0.712794327,25.25975,354.42,7.848875,32.937125,9.834625,176.18725,35.36325,170.1735,1.479,20,4,8.75
15,288,21,5.64,-0.756438953,61.21325,231.092,8.653625,31.953875,9.232525,196.51075,86.68125,167.7345,1.479,20,4,8.75
15,289,21,5.64,-0.822411564,72.13075,316.044,10.834625,34.631375,9.624475,125.97775,77.04675,197.1345,1.479,20,4,8.75
15,290,21,5.64,-0.867444174,73.76975,339.996,11.084375,29.814125,9.996175,150.39825,15.44625,198.2295,1.479,20,4,8.75
15,291,21,5.64,-0.775021176,84.38475,356.62,7.662875,27.123125,9.788275,177.02025,79.69725,196.4085,1.479,20,4,8.75
15,292,21,5.64,0.964138842,92.20363784,200,10.406375,29.3871496,6.776025221,30,24.20325,210,1.479,20,4,8.75
15,293,21,5.64,-0.66210096,92.20363784,335.468,5,29.3871496,6.776025221,30,24.20325,210,1.479,20,4,8.75
15,294,21,5.64,-0.292829592,92.20363784,335.468,10.406375,5,6.776025221,30,24.20325,210,1.479,20,4,8.75
15,295,21,5.64,0.983532372,92.20363784,335.468,10.406375,29.3871496,1,30,24.20325,210,1.479,20,4,8.75
15,296,21,5.64,-0.973854192,92.20363784,335.468,10.406375,29.3871496,6.776025221,30,0,210,1.479,20,4,8.75
15,297,21,5.64,-0.977024225,92.20363784,335.468,10.406375,29.3871496,6.776025221,30,24.20325,150,1.479,20,4,8.75
15,298,21,5.64,-0.986808792,92.20363784,335.468,10.406375,29.3871496,6.776025221,30,24.20325,210,1.479,20,4,8.75
15,299,21,5.64,-0.981522588,92.20363784,335.468,10.406375,29.3871496,6.776025221,30,90,210,1.479,20,4,8.75
15,300,21,5.64,-0.952277762,92.20363784,335.468,10.406375,29.3871496,6.776025221,200,24.20325,210,1.479,20,4,8.75
15,301,21,5.64,-0.957445471,92.20363784,335.468,10.406375,29.3871496,10,30,24.20325,210,1.479,20,4,8.75
15,302,21,5.64,-0.62566619,92.20363784,335.468,10.406375,50,6.776025221,30,24.20325,210,1.479,20,4,8.75
15,303,21,5.64,1.034980666,92.20363784,335.468,20,29.3871496,6.776025221,30,24.20325,210,1.479,20,4,8.75
15,304,21,5.64,-0.972640901,92.20363784,360,10.406375,29.3871496,6.776025221,30,24.20325,210,1.479,20,4,8.75
15,305,21,5.64,0.998497138,120,335.468,10.406375,29.3871496,6.776025221,30,24.20325,210,1.479,20,4,8.75
16,304,21,6.03,-0.728755039,23.09275,354.412,6.834875,49.740125,9.597475,192.09075,34.11675,166.3245,1.479,20,4,8.75
16,305,21,6.03,-0.790176823,26.89325,225.188,5.446625,47.519375,9.935425,166.08925,45.58275,181.4715,1.479,20,4,8.75
16,306,21,6.03,-0.737025322,33.67475,318.06,12.579875,25.534625,9.543475,189.86375,61.14825,180.7665,1.479,20,4,8.75
16,307,21,6.03,-0.735605092,35.21475,273.988,11.948375,29.382125,9.997075,159.80775,52.23825,191.6805,1.479,20,4,8.75
16,308,21,6.03,-0.916321282,68.0296485,335.468,10.406375,29.3871496,6.776025221,30,24.20325,210,1.479,20,4,8.75
16,309,21,6.03,-0.976284576,88.08075,315.724,9.651125,32.167625,7.080175,84.88875,60.15375,201.1575,1.479,20,4,8.75
16,310,21,6.03,-0.884611229,89.29625,304.692,7.981625,31.420625,8.830675,119.95125,69.49125,185.4975,1.479,20,4,8.75
16,311,21,6.03,-0.985035342,92.20363784,300.3058337,10.406375,29.3871496,6.776025221,30,24.20325,210,1.479,20,4,8.75
16,312,21,6.03,-0.84593713,92.20363784,335.468,7.109921908,29.3871496,6.776025221,30,24.20325,210,1.479,20,4,8.75
16,313,21,6.03,-0.863606932,92.20363784,335.468,10.406375,19.49779033,6.776025221,30,24.20325,210,1.479,20,4,8.75
16,314,21,6.03,-0.997552111,92.20363784,335.468,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
16,315,21,6.03,-0.976733101,92.20363784,335.468,10.406375,29.3871496,6.776025221,30,4.424531449,210,1.479,20,4,8.75
16,316,21,6.03,-0.985555828,92.20363784,335.468,10.406375,29.3871496,6.776025221,30,24.20325,196.8141876,1.479,20,4,8.75
16,317,21,6.03,-0.986808792,92.20363784,335.468,10.406375,29.3871496,6.776025221,30,24.20325,210,1.479,20,4,8.75
16,318,21,6.03,-0.990975262,92.20363784,335.468,10.406375,29.3871496,6.776025221,30,43.98196855,210,1.479,20,4,8.75
16,319,21,6.03,-0.981740779,92.20363784,335.468,10.406375,29.3871496,6.776025221,67.35980171,24.20325,210,1.479,20,4,8.75
16,320,21,6.03,-0.966414456,92.20363784,335.468,10.406375,29.3871496,8.753897076,30,24.20325,210,1.479,20,4,8.75
16,321,21,6.03,-0.84941402,92.20363784,335.468,10.406375,39.27650888,6.776025221,30,24.20325,210,1.479,20,4,8.75
16,322,21,6.03,1.021686096,92.20363784,335.468,13.70282809,29.3871496,6.776025221,30,24.20325,210,1.479,20,4,8.75
16,323,21,6.03,-0.972640901,92.20363784,360,10.406375,29.3871496,6.776025221,30,24.20325,210,1.479,20,4,8.75
16,324,21,6.03,0.9994104,116.3776272,335.468,10.406375,29.3871496,6.776025221,30,24.20325,210,1.479,20,4,8.75
17,322,21,7.58,-0.762202409,10,335.468,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
17,323,21,7.58,-0.597997584,12.90675,358.94,5.103125,49.989875,8.683075,117.80075,45.39375,193.9395,1.479,20,4,8.75
17,324,21,7.58,-0.250618973,34.03225,357.268,6.105875,5.714375,9.840925,193.68025,19.90575,192.7815,1.479,20,4,8.75
17,325,21,7.58,-0.696936439,47.06725,354.372,5.088875,48.327125,9.672625,84.65925,78.87825,159.6915,1.479,20,4,8.75
17,326,21,7.58,-0.784033671,51.49475,268.18,9.756125,26.180375,9.986275,169.54025,56.81025,173.2905,1.479,20,4,8.75
17,327,21,7.58,-0.938420624,89.75825,357.732,9.564875,31.510625,6.881275,64.99025,38.63475,156.2295,1.479,20,4,8.75
17,328,21,7.58,-0.934074558,91.96375,350.972,8.740625,34.586375,7.723675,50.44675,79.97175,172.4505,1.479,20,4,8.75
17,329,21,7.58,0.963253445,92.20363784,200,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
17,330,21,7.58,-0.676783542,92.20363784,335.468,5,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
17,331,21,7.58,-0.304394017,92.20363784,335.468,10.406375,5,4.798153366,30,24.20325,210,1.479,20,4,8.75
17,332,21,7.58,0.983532372,92.20363784,335.468,10.406375,29.3871496,1,30,24.20325,210,1.479,20,4,8.75
17,333,21,7.58,-0.984784202,92.20363784,335.468,10.406375,29.3871496,4.798153366,30,0,210,1.479,20,4,8.75
17,334,21,7.58,-0.987971768,92.20363784,335.468,10.406375,29.3871496,4.798153366,30,24.20325,150,1.479,20,4,8.75
17,335,21,7.58,-0.997552111,92.20363784,335.468,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
17,336,21,7.58,-0.992624332,92.20363784,335.468,10.406375,29.3871496,4.798153366,30,90,210,1.479,20,4,8.75
17,337,21,7.58,-0.961005036,92.20363784,335.468,10.406375,29.3871496,4.798153366,200,24.20325,210,1.479,20,4,8.75
17,338,21,7.58,-0.957445471,92.20363784,335.468,10.406375,29.3871496,10,30,24.20325,210,1.479,20,4,8.75
17,339,21,7.58,-0.625652467,92.20363784,335.468,10.406375,50,4.798153366,30,24.20325,210,1.479,20,4,8.75
17,340,21,7.58,1.032679129,92.20363784,335.468,20,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
17,341,21,7.58,-0.981221308,92.20363784,360,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
17,342,21,7.58,0.996840309,120,335.468,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
18,342,21,7.91,-0.733086425,50.62025,350.02,8.124125,46.801625,9.408025,198.20225,60.90075,165.7545,1.479,20,4,8.75
18,343,21,7.91,-0.797595501,55.35025,359.02,8.400875,39.621875,9.852175,174.57225,76.65525,200.4105,1.479,20,4,8.75
18,344,21,7.91,-0.730535604,56.59875,246.724,11.088875,32.475875,9.928675,165.23075,75.37275,170.7885,1.479,20,4,8.75
18,345,21,7.91,-0.841858297,72.49925,349.02,9.398375,35.371625,8.654275,158.17575,18.60525,159.8685,1.479,20,4,8.75
18,346,21,7.91,-0.842835583,73.94025,358.26,10.763375,33.164375,9.051175,128.94425,45.91125,167.6655,1.479,20,4,8.75
18,347,21,7.91,-0.96819866,80.22100778,335.468,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
18,348,21,7.91,-1.000353956,92.20363784,318.0387199,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
18,349,21,7.91,-0.945660179,92.20363784,335.468,8.772379992,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
18,350,21,7.91,-0.947395959,92.20363784,335.468,10.406375,24.48516458,4.798153366,30,24.20325,210,1.479,20,4,8.75
18,351,21,7.91,-0.993698901,92.20363784,335.468,10.406375,29.3871496,3.817756361,30,24.20325,210,1.479,20,4,8.75
18,352,21,7.91,-0.993302147,92.20363784,335.468,10.406375,29.3871496,4.798153366,30,14.39927995,210,1.479,20,4,8.75
18,353,21,7.91,-0.997027542,92.20363784,335.468,10.406375,29.3871496,4.798153366,30,24.20325,203.46402,1.479,20,4,8.75
18,354,21,7.91,-0.997552111,92.20363784,335.468,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
18,355,21,7.91,-1.000278387,92.20363784,335.468,10.406375,29.3871496,4.798153366,30,34.00722005,210,1.479,20,4,8.75
18,356,21,7.91,-0.995075118,92.20363784,335.468,10.406375,29.3871496,4.798153366,48.51861009,24.20325,210,1.479,20,4,8.75
18,357,21,7.91,-0.993715985,92.20363784,335.468,10.406375,29.3871496,5.778550371,30,24.20325,210,1.479,20,4,8.75
18,358,21,7.91,-0.957679757,92.20363784,335.468,10.406375,34.28913463,4.798153366,30,24.20325,210,1.479,20,4,8.75
18,359,21,7.91,-0.956179082,92.20363784,335.468,12.04037001,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
18,360,21,7.91,-0.987162449,92.20363784,352.8972801,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
18,361,21,7.91,-0.925077181,93.82825,348.868,11.417375,23.653625,9.629425,30.22525,79.27425,196.5465,1.479,20,4,8.75
18,362,21,7.91,1.000700472,104.1862679,335.468,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
19,360,21,10.32,-0.776188842,10,318.0387199,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
19,361,21,10.32,-0.467896395,10.99825,350.268,11.375375,47.271875,9.941725,122.05925,34.20225,168.0645,1.479,20,4,8.75
19,362,21,10.32,-0.717512115,42.87075,344.964,10.244375,31.933625,9.404425,156.62025,83.02725,156.8535,1.479,20,4,8.75
19,363,21,10.32,-0.770276048,56.27975,262.804,5.109875,47.728625,9.824725,166.56525,77.10975,178.7715,1.479,20,4,8.75
19,364,21,10.32,-0.942472169,86.88175,330.156,11.176625,29.280875,4.966525,140.41075,86.87925,206.2095,1.479,20,4,8.75
19,365,21,10.32,-0.966132423,88.36675,354.58,10.270625,31.454375,4.421125,41.04575,55.00125,161.8275,1.479,20,4,8.75
19,366,21,10.32,-0.889903597,89.45575,349.588,11.679125,32.244125,4.644325,74.01725,54.90225,165.2685,1.479,20,4,8.75
19,367,21,10.32,0.963253445,92.20363784,200,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
19,368,21,10.32,-0.695749562,92.20363784,318.0387199,5,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
19,369,21,10.32,-0.31934702,92.20363784,318.0387199,10.406375,5,4.798153366,30,24.20325,210,1.479,20,4,8.75
19,370,21,10.32,0.980380998,92.20363784,318.0387199,10.406375,29.3871496,1,30,24.20325,210,1.479,20,4,8.75
19,371,21,10.32,-0.988119996,92.20363784,318.0387199,10.406375,29.3871496,4.798153366,30,0,210,1.479,20,4,8.75
19,372,21,10.32,-0.991222107,92.20363784,318.0387199,10.406375,29.3871496,4.798153366,30,24.20325,150,1.479,20,4,8.75
19,373,21,10.32,-1.000353956,92.20363784,318.0387199,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
19,374,21,10.32,-0.995297318,92.20363784,318.0387199,10.406375,29.3871496,4.798153366,30,90,210,1.479,20,4,8.75
19,375,21,10.32,-0.962521468,92.20363784,318.0387199,10.406375,29.3871496,4.798153366,200,24.20325,210,1.479,20,4,8.75
19,376,21,10.32,-0.958070591,92.20363784,318.0387199,10.406375,29.3871496,10,30,24.20325,210,1.479,20,4,8.75
19,377,21,10.32,-0.60982906,92.20363784,318.0387199,10.406375,50,4.798153366,30,24.20325,210,1.479,20,4,8.75
19,378,21,10.32,1.026281911,92.20363784,318.0387199,20,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
19,379,21,10.32,-0.981221308,92.20363784,360,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
19,380,21,10.32,0.992829283,120,318.0387199,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
20,380,21,10.34,-0.610316728,10.37675,352.156,5.198375,48.144875,4.675825,152.77825,19.04625,203.6535,1.479,20,4,8.75
20,381,21,10.34,-0.608628496,27.48725,252.068,5.381375,28.882625,9.928225,157.59775,6.46425,158.5065,1.479,20,4,8.75
20,382,21,10.34,-0.694617003,31.23275,341.684,5.192375,46.583375,9.886825,90.43075,4.49775,184.3575,1.479,20,4,8.75
20,383,21,10.34,-0.720243827,76.21175,300.052,5.126375,46.142375,9.968275,195.48225,89.44425,185.9685,1.479,20,4,8.75
20,384,21,10.34,-0.984691976,84.55789861,318.0387199,10.406375,29.3871496,4.798153366,30,24.20325,210,1.479,20,4,8.75
20,385,21,10.34,-0.90600196,85.94125,341.396,8.974625,27.233375,5.246425,35.47825,19.26675,197.1315,1.479,20,4,8.75
20,386,21,10.34,-0.815699017,89.79675,318.076,7.644125,26.664125,5.146525,171.96275,68.74425,169.3875,1.479,20,4,8.75
